,budget,company,country,director,gross,name,rate,star,voter
378,,,USA,,,Totally Confused (1998) ,5.7,"Greg Pritikin,Gary Rosen,Jackie Katzman,|,See full cast & crew,",162
379,,"North Sea Films,See more »,",USA,Dana Altman,,The Private Public (2001) ,4.1,"Traci Bingham,David Burns,Jason Cornwell,|,See full cast & crew,",62
380,,,France,Alessandro Avellis,,Paname (2010) ,6.5,"Nicolas Villena,Clémence Beauxis,Tom Hénin,|,See full cast & crew,",13
381,,"Bravo Cable,Cactus Three,See more »,",USA,Susan Kaplan,"$19,738,",Three of Hearts: A Postmodern Family (2004) ,7.1,"Sam Cagnina,Steven Margolin,Samantha Singh,",166
382,,"Blue Production Partnership,Eisei Gekijo,Kobi Co.,See more »,",Japan,Hiroshi Ando,,Blue (2002) ,6.4,"Mikako Ichikawa,Manami Konishi,Asami Imajuku,|,See full cast & crew,",260
383,"€3,000",,China,François Chang,,Hua wei mei (2011) ,5.1,"Nranus Chen,Jason Lau,Hayden Leung,|,See full cast & crew,",62
384,,"Boccia Film,Orisa Produzioni,Pasquino,See more »,",Italy,Cristiano Bortone,,Sono positivo (1999) ,6.1,"Giovanni Esposito,Cristina Liberati,Paolo Sassanelli,|,See full cast & crew,",71
385,,,Indonesia,Richard Buntario,,5 sehat 4 sempurna (2002) ,6.0,"Fathir Muchtar,Rena Tabitha,Indra Bekti,|,See full cast & crew,",27
386,,"British Film Institute (BFI),Leda Serene Films,See more »,",UK,John Akomfrah,,Speak Like a Child (1998) ,7.4,"Cal MacAninch,Richard Mylan,Rachel Fielding,|,See full cast & crew,",68
387,,"OmeProductions,See more »,",USA,Roger S. Omeus Jr.,,Finding Me: Truth (2011) ,5.8,"Josh Breckenridge,Derrick L. Briggs,Bry'Nt,|,See full cast & crew,",34
388,,"Ezeiza Films,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Serene Skylight,See more »,",Argentina,Verónica Chen,"$11,536,",Vagón fumador (2001) ,5.3,"Cecilia Bengolea,Leonardo Brzezicki,Adrián Fondari,|,See full cast & crew,",221
389,"$150,000","Solaris Films,See more »,",USA,Lisset Barcellos,,Both (2005) ,6.5,"Fabrizio Aguilar,Ximena Ameri,Pablo Barcellos,|,See full cast & crew,",31
390,"$5,000","Silica Street Productions,See more »,","USA,Cuba",Eliezer Pérez Angueira,,Free Havana (2012) ,6.7,,9
391,,,USA,John Scagliotti,,Dangerous Living: Coming Out in the Developing World (2003) ,7.3,"Janeane Garofalo,Maher Sabry,",134
392,,"Zep Tepi Films,See more »,",USA,Kai Alexander,,Broken Gardenias (2014) ,5.9,"Alma S. Grey,A. Jack Morocco,Caroline Heinle,|,See full cast & crew,",35
393,"$200,000","LookOut Films,See more »,",USA,Michael Jacoby,,Ten More Good Years (2007) ,8.6,"Harry Bartron,Harry Bartron,James Bidgood,|,See full cast & crew,",10
394,,"Riot Reel AB,APS,Kinotar,See more »,",Sweden,Cecilia Neant-Falk,,Du ska nog se att det går över (2003) ,6.5,"Eva Dahlgren,Natalie Durbeej,Kronprinsessan Victoria,|,See full cast & crew,",161
395,"$5,000","Gloomy Elk,See more »,",Norway,Thorkell August Ottarsson,,Suicide Service (2017) ,7.9,"Tor Itai Keilen,Nick Faust,Camilla Gunnerud,|,See full cast & crew,",25
396,,,Australia,Matt Burgess,,Cherry (2009) ,4.8,"Jasper Marlow,Georgina Lloyd,James Selles,|,See full cast & crew,",16
397,"€3,000","Sticky Notes Films,See more »,","France,Lithuania",,,We can Be Gay Today: Baltic Pride 2013 (2014) ,7.3,,10
398,,"PSBT,Solaris Pictures,See more »,",India,Sridhar Rangayan,,Purple Skies (2014) ,7.2,"Sonal Giani,Anand Grover,Prashansa Gurung,|,See full cast & crew,",11
399,,,Taiwan,Jui-Yuan Tsao,,Gu lian hua (2005) ,6.8,"Anita Yuen,Angelica Lee,Shu-shen Hsiao,|,See full cast & crew,",80
400,"$20,000","Mattioli Productions,Dreamcatcher Entertainment,See more »,",USA,A.J. Mattioli,,Curiosity Killed the Cat (2012) ,8.4,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",5
401,"$150,000","The D Word LLC,See more »,",USA,,,The D Word (2005) ,6.3,"Stephen Alexander,Tony Arnaud,Michele Balan,|,See full cast & crew,",26
402,"$500,000","FATfilms LLC,See more »,",USA,Ralph Torjan,,Maple Palm (2006) ,1.5,"Deborah Stewart,Taymour Ghazi,Andrea Carvajal,|,See full cast & crew,",304
403,"CAD 1,000",,Canada,Samuel Shanahoy,,So Long Suburbia (2016) ,0,"Aliza Bosa,Sorrel Corvid,Tuesday Ferguson,|,See full cast & crew,",0
404,,,USA,,,WebCam Boys (2001) ,4.6,"Zack Allen,Ant,Cody & Cory,|,See full cast & crew,",21
405,"$20,000","Galindo Productions,See more »,",USA,Jesús Galindo,,El derecho de Jesús - The Right of Jesús (2008) ,3.8,"Antonio Rufino,Guadalupe Alarcon,William Colvin,|,See full cast & crew,",15
406,,"Full Voice,See more »,",USA,Cyra K. Polizzi,,13 Genders (2004) ,8.2,"Richard Paro,Marcus Peterson,Katie Knutson,|,See full cast & crew,",5
407,,"Joshua Tree Creative,See more »,",USA,Joshua Good,,Listening to Rain (2012) ,6.6,"Erica Gonzales,Samantha Rakell,Katie Stewart,|,See full cast & crew,",5
408,,"I Believe Productions,See more »,",USA,Alexia Anastasio,,Little Fishes (2014) ,0,"Alexia Anastasio,Max Cutler,James Tyler Johnson,|,See full cast & crew,",0
409,,,Switzerland,Thomas Ammann,,Hello Stranger (2014) ,0,,0
410,"$250,000","Xul Producciones,See more »,",Mexico,Jesús Mario Lozano,,Así (2005) ,5.9,"Roberto García Suárez,Oliver Cantú Lozano,Berenice Almaguer,|,See full cast & crew,",59
411,"$150,000","Storyboard Media,Creative Content,See more »,",Chile,Diego Ruiz,,Iglú (2013) ,6.3,"Diego Ruiz,Alessandra Guerzoni,Camila Hirane,|,See full cast & crew,",48
412,,"Deutsche Film- und Fernsehakademie Berlin (DFFB),Moneypenny Filmproduktion GmbH,Zweites Deutsches Fernsehen (ZDF),See more »,",Germany,Anne Høegh Krohn,,Fremde Freundin (1999) ,5.3,"Dirk Borchardt,Inga Busch,Markus Böttcher,|,See full cast & crew,",30
413,,"Arts Engine,Big Mouth Productions,See more »,",USA,Julia Pimsleur,,Brother Born Again (2001) ,6.8,"Julia Pimsleur,Katy Chevigny,Lucas Clark,|,See full cast & crew,",54
414,,"Mefistofilm A/S,See more »,",Norway,Svend Wam,,Desperate bekjentskaper (1998) ,4.8,"Anders Dale,Janic Heen,Bjarte Hjelmeland,|,See full cast & crew,",73
415,,"Filmriss,See more »,","Germany,USA",Bernhard P. Beutler,,Joaquin La Habana - LebenZwischenWelten (2014) ,0,,0
416,,"After Stonewall,See more »,",USA,John Scagliotti,,Before Homosexuals (2017) ,0,"Janet Afary,Laetitia Andrieu,Susan Bonthron,|,See full cast & crew,",0
417,,"Mei Ah Films Production Co. Ltd.,Milky Way Image Company,See more »,",Hong Kong,Lawrence Ah Mon,,Mo yan ka sai (2000) ,6.6,"Angela Au,Man Sze Au,Wing Yin Cheung,|,See full cast & crew,",106
418,"$43,050",,USA,Elegance Bratton,,Pier Kids: The Life (2015) ,0,"Krystal Dixon,DeSean Irby,Krystal LaBeija,|,See full cast & crew,",0
419,"$20,000","Peter Pandrew Production,See more »,",USA,Andrew Cristi,,Peter Pandrew (2015) ,0,"Marcus Acosta,Madeline Anthony,Hamid Castro,|,See full cast & crew,",0
420,,,India,T. Jayashree,,"Many People, Many Desires (2007) ",0,,0
421,"MXN 15,000","Sindicato Visual,See more »,",Mexico,,,Entrada y Salida (2012) ,0,"Enrique Abasolo,Alejandro Blanco,Josue Corona,|,See full cast & crew,",0
422,,"Artists Entertainment,See more »,",Philippines,Ihman Esturco,,Kumpisal (2007) ,0,"Josh Ivan Morales,Will Sandejas,",0
423,"$60,000","Stretch Productions,See more »,",USA,Florence Vinger,,Sexuality the Documentary (2001) ,0,"Reg Ranyard,Jeff Shevlowitz,Jenny Shimizu,|,See full cast & crew,",0
424,$200,"Al Pecho Producciones,Silica Street Productions,See more »,","Cuba,USA",Eliezer Pérez Angueira,,Habana Libre (2006) ,0,,0
425,,"Ragusa Film,See more »,",Poland,,,Coming out po polsku (2011) ,0,,0
426,,,USA,K. Brent Hill,,Dancing on Pearls (1998) ,8.0,,6
427,"$15,000","PCM Productions,See more »,",USA,Logan Lynn,,Lead with Love: A Documentary Film by Logan Lynn (2017) ,0,"Logan Lynn,Tim Smith,Dawn Menken,",0
