,budget,company,country,director,gross,name,rate,star,voter
570,,"Avante Filmes,See more »,",Brazil,,,Beira-Mar (2015) ,5.7,"Mateus Almada,Maurício Barcellos,Elisa Brittes,|,See full cast & crew,","1,857"
571,,"Garden House Entertainment,Soap Productions,See more »,",USA,Richard LeMay,,Naked As We Came (2012) ,6.2,"Ben Weaver,Karmine Alers,S. Lue McWilliams,|,See full cast & crew,","1,367"
572,"$320,000","Blue Seraph Productions,Border2Border Entertainment,See more »,","USA,Canada",J.T. Tepnapa,,Judas Kiss (2011) ,5.5,"Richard Harmon,Genevieve Buechner,Charlie David,|,See full cast & crew,","1,929"
573,,"Corner Store Entertainment,See more »,",USA,Bryan Goluboff,,Beware the Gonzo (2010) ,6.4,"Ezra Miller,Zoë Kravitz,Griffin Newman,|,See full cast & crew,","1,465"
574,,"Sobras International Pictures,A Toda Madre Entertainment,Bh5,See more »,","Chile,Mexico",Nicolás López,"$2,534,252,",Hazlo Como Hombre (2017) ,5.6,"Mauricio Ochmann,Alfonso Dosal,Humberto Busto,|,See full cast & crew,",910
575,,"Motlys,See more »,",Norway,Stian Kristiansen,,Mannen som elsket Yngve (2008) ,7.0,"Rolf Kristian Larsen,Arthur Berning,Ida Elise Broch,|,See full cast & crew,","4,040"
576,"$30,000","TLA Releasing,Artymánia,Swift Productions,See more »,",Argentina,Marcelo Briem Stamm,,Solo (2013) ,5.9,"Patricio Ramos,Mario Verón,Carlos Echevarría,|,See full cast & crew,","1,262"
577,"$3,000,000","5 Stick Films,See more »,",USA,Peter Bratt,"$1,040,000,",La Mission (2009) ,7.1,"Benjamin Bratt,Alex Hernandez,Christopher Borgzinner,|,See full cast & crew,","1,629"
578,,"Israeli Film Fund,Lama Films,Fond Européen Média,See more »,","Israel,Sweden",Eytan Fox,"$2,712,736,",Walk on Water (2004) ,7.4,"Lior Ashkenazi,Knut Berger,Caroline Peters,|,See full cast & crew,","6,228"
579,,"Oshima Productions,Shôchiku Eiga,Kadokawa Shoten Publishing Co.,See more »,","Japan,France,UK",Nagisa Ôshima,"$47,234,",Gohatto (1999) ,6.9,"Takeshi Kitano,Ryûhei Matsuda,Shinji Takeda,|,See full cast & crew,","6,544"
580,,"Canal+,France 2 Cinéma,Les Films A4,See more »,",France,Agnès Jaoui,"$635,282,",Le goût des autres (2000) ,7.3,"Anne Alvaro,Jean-Pierre Bacri,Alain Chabat,|,See full cast & crew,","8,358"
581,,"Lake Productions,See more »,",USA,Jon Garcia,,The Falls (2012) ,6.4,"Nick Ferrucci,Benjamin Farmer,Brian J. Saville Allard,|,See full cast & crew,","1,822"
582,,"Public Square Films,Ninety Thousand Words,Ted Snowdon Foundation,See more »,",USA,David France,"$132,055",How to Survive a Plague (2012) ,7.6,"Peter Staley,Larry Kramer,Iris Long,|,See full cast & crew,","3,404"
583,,"Lake Productions,FauxMeme Productions,Lakey Productions,See more »,",USA,Jon Garcia,,The Falls: Covenant of Grace (2016) ,7.1,"Nick Ferrucci,Benjamin Farmer,Curtis Edward Jackson,|,See full cast & crew,",445
584,,"Guest House Films,See more »,",USA,Rob Williams,,Make the Yuletide Gay (2009) ,6.4,"Keith Jordan,Wyatt Fenner,Steve Callahan,|,See full cast & crew,","2,944"
585,"$1,000,000","Depth of Field,Pillar Squared,Piller Squared/The Segan Company,See more »,",USA,Scott Lew,,Bickford Shmeckler's Cool Ideas (2006) ,5.8,"Patrick Fugit,Olivia Wilde,Deon Richmond,|,See full cast & crew,","3,094"
586,"€1,440,000","Cinegram,Eurimages,Mahayana Film,See more »,","Turkey,Greece",Ugur Yücel,,Yazi Tura (2004) ,7.7,"Kenan Imirzalioglu,Olgun Simsek,Bahri Beyat,|,See full cast & crew,","4,813"
587,,,USA,Eldar Rapaport,,August (2011) ,5.9,"Murray Bartlett,Edward Conna,Adrian Gonzalez,|,See full cast & crew,","1,574"
588,,"NewVoice Production,See more »,",USA,Ray Yeung,"$26,305,",Front Cover (2015) ,6.0,"Jake Choi,James Chen,Jennifer Neala Page,|,See full cast & crew,",740
589,,"Fabula,Funny Balloons,Versatile,See more »,","USA,Chile",Sebastián Silva,"$79,800,",Nasty Baby (2015) ,5.6,"Sebastián Silva,Tunde Adebimpe,Kristen Wiig,|,See full cast & crew,","2,033"
590,,"Impala,Telecinco,Telespan 2000,See more »,",Spain,Emilio Martínez Lázaro,,El otro lado de la cama (2002) ,6.6,"Ernesto Alterio,Paz Vega,Guillermo Toledo,|,See full cast & crew,","4,944"
591,"£1,000","Mansfield Dark Productions,See more »,",UK,Daniel Mansfield,,Drink Me (2015) ,3.7,"Chris Ellis-Stanton,Emmett Friel,Darren Munn,",142
592,"$60,000","Belladonna Productions,Mulberry Street Films LLC,See more »,",USA,Jim Mickle,,Mulberry St (2006) ,5.6,"Nick Damici,Kim Blair,Ron Brice,|,See full cast & crew,","5,218"
593,"$4,000,000","ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),QI Quality International GmbH & Co. KG,Signature Pictures,See more »,","USA,Germany,Belgium",Dan Harris,"$228,524,",Imaginary Heroes (2004) ,7.2,"Sigourney Weaver,Jeff Daniels,Emile Hirsch,|,See full cast & crew,","9,056"
594,"AUD 30,000","Indie Melbourne Productions,See more »,",Australia,Lee Galea,,Monster Pies (2013) ,6.4,"Tristan Barr,Lucas Linehan,Rohana Hayes,|,See full cast & crew,","2,273"
595,,"Bestia Produce,Nadie es Perfecto,Pokeepsie Films,See more »,",Spain,Zoe Berriatúa,,Los héroes del mal (2015) ,6.2,"Emilio Palacios,Jorge Clemente,Beatriz Medina,|,See full cast & crew,",717
596,"$3,000,000","Marlboro Road Gang Productions,Bauer Martinez Studios,Blue Rider Pictures,See more »,",USA,Edward Burns,"$128,585,",The Groomsmen (2006) ,6.2,"Edward Burns,Matthew Lillard,Brittany Murphy,|,See full cast & crew,","4,129"
597,,"Artza Productions,United King Films,See more »,",Israel,Shay Kanot,,Kicking Out Shoshana (2014) ,4.9,"Oshri Cohen,Gal Gadot,Eli Finish,|,See full cast & crew,",295
598,,"Film Research Unit,Form A 2042 Films,Filmart Production,See more »,",USA,Everett Lewis,,Luster (2002) ,5.4,"Justin Herwick,B. Wyatt,Shane Powers,|,See full cast & crew,","1,074"
599,"INR 20,000,000","Eros International,K Sera Sera,Sohail Khan Production,See more »,",India,David Dhawan,"$1,062,840",Partner (2007) ,5.7,"Salman Khan,Govinda,Lara Dutta,|,See full cast & crew,","9,620"
600,"$80,000","Naked Sword,See more »,",USA,Travis Mathews,,I Want Your Love (2012) ,4.8,"Jesse Metzger,Brontez Purnell,Ben Jasper,|,See full cast & crew,","1,097"
601,"€7,000,000","Les Films 13,Davis-Films,France 2 Cinéma,See more »,",France,Claude Lelouch,,Chacun sa vie (2017) ,4.3,"Eric Dupond-Moretti,Johnny Hallyday,Nadia Farès,|,See full cast & crew,",210
602,"$3,000,000","After the Edge Films,Immortal Entertainment,Newman/Tooley Films,See more »,",USA,Danny Comden,,Sol Goode (2003) ,5.5,"Amanda Anka,Jason Bateman,Beau Baxter,|,See full cast & crew,","1,075"
603,"€8,500,000","New Zealand Film Commission,New Zealand Film Production Fund,Ascension Films,See more »,","New Zealand,France",Niki Caro,,The Vintner's Luck (2009) ,5.7,"Jérémie Renier,Keisha Castle-Hughes,Patrice Valota,|,See full cast & crew,",701
604,,"Abbott Vision,Chump Films,Dan McCulloch Productions,See more »,",UK,Gerard Johnson,,Tony (2009) ,6.2,"Peter Ferdinando,Greg Kam,Ricky Grover,|,See full cast & crew,","2,911"
605,,"Tohokushinsha Film Corporation (TFC),See more »,",Japan,Gen Sekiguchi,,Survive Style 5+ (2004) ,7.7,"Tadanobu Asano,Reika Hashimoto,Kyôko Koizumi,|,See full cast & crew,","8,591"
606,,"BoSD Films LLC,Bods Film LLC,See more »,","Bolivia,USA",Rodrigo Bellott,,Dependencia sexual (2003) ,6.0,"Alexandra Aponte,Roberto Urbina,Jorge Antonio Saavedra,|,See full cast & crew,",744
607,,"Fandango,Ministero per i Beni e le Attività Culturali (MiBAC),See more »,",Italy,Matteo Garrone,"$55,606,",L'imbalsamatore (2002) ,7.0,"Ernesto Mahieux,Valerio Foglia Manzillo,Elisabetta Rocchetti,|,See full cast & crew,","1,821"
608,"$15,000,000","DiNovi Pictures,See more »,",USA,Daniel Waters,,Happy Campers (2001) ,5.6,"Brad Renfro,Dominique Swain,Keram Malicki-Sánchez,|,See full cast & crew,","2,474"
609,,"Jürgen Brüning Filmproduktion,See more »,","Germany,France,Canada",,,Like Cattle Towards Glow (2015) ,4.6,"Nicolas Hau,Gabriel Norman,E.D. Yang,|,See full cast & crew,",176
610,,"Merchant Ivory Productions,See more »,",USA,Chris Terrio,"$1,158,405,",Heights (2005) ,7.0,"Elizabeth Banks,Glenn Close,James Marsden,|,See full cast & crew,","4,389"
611,"$5,000,000","Jean Doumanian Productions,Petunia Productions,Rocket Pictures,See more »,",UK,Coky Giedroyc,,Women Talking Dirty (1999) ,6.3,"Helena Bonham Carter,Gina McKee,Eileen Atkins,|,See full cast & crew,",569
612,,"After Dark Films,See more »,",USA,Alex Orwell,,The Task (2011) ,4.3,"Alexandra Staden,Victor McGuire,Sean McConaghy,|,See full cast & crew,","3,081"
613,,"Maïa Films,YC Alligator Film,Zephyr Films,See more »,","France,Belgium,UK",Sébastien Lifshitz,"$15,355,",Wild Side (2004) ,6.5,"Stéphanie Michelini,Yasmine Belmadi,Edouard Nikitine,|,See full cast & crew,",919
614,"£1,250,000","Aspiration Films,See more »,",UK,Nick Moran,,Telstar: The Joe Meek Story (2008) ,6.5,"Con O'Neill,Kevin Spacey,Pam Ferris,|,See full cast & crew,","1,446"
615,"$1,300,000","Glossy Pictures,La Dolce Vita Inc.,See more »,",USA,Matt Hish,,The Blackout (2013) ,2.7,"Michael Graziadei,Scott Rosa,Flood Reed,|,See full cast & crew,",422
616,,"Hodcarrier Films,See more »,",USA,Kevin Willmott,"$671,122,",C.S.A.: The Confederate States of America (2004) ,6.4,"Greg Kirsch,Renee Patrick,Molly Graham,|,See full cast & crew,","4,443"
617,,"Vega Film,Avventura Films,Arena Films,See more »,","France,Switzerland",Marcel Gisler,,F. est un salaud (1998) ,7.0,"Frédéric Andrau,Vincent Branchet,Urs Peter Halter,|,See full cast & crew,","2,228"
618,,,USA,,,The Rainbow Bridge Motel (2018) ,0,"Wilson Jermaine Heredia,Diane Gaidry,Josie DiVincenzo,|,See full cast & crew,",0
619,,"Factor RH Producciones,Malandro Films,Lucia Films,See more »,","Venezuela,Mexico",Lorenzo Vigas,"$30,108,",Desde allá (2015) ,6.6,"Alfredo Castro,Luis Silva,Jericó Montilla,|,See full cast & crew,","2,891"
620,"$500,000","Shadow Factory,here! Films,See more »,",USA,C. Jay Cox,"$31,937,",Kiss the Bride (2007) ,5.8,"Tori Spelling,Philipp Karner,James O'Shea,|,See full cast & crew,","1,455"
621,,"Frakas Productions,Boréal Films,Balthazar Productions,See more »,","Belgium,Canada,France",David Lambert,,Hors les murs (2012) ,6.6,"Matila Malliarakis,Guillaume Gouix,David Salles,|,See full cast & crew,","1,210"
622,,,USA,Ally Walker,"$5,236,","Sex, Death and Bowling (2015) ",5.2,"Joshua Rush,Adrian Grenier,Joanna Ranee Wood,|,See full cast & crew,",297
623,"€1,300,000","Delirium,Eurimages,Film and Music Entertainment (F&ME),See more »,","Serbia,Slovenia,Croatia,France,Republic of Macedonia,UK",Srdjan Dragojevic,,Parada (2011) ,7.3,"Nikola Kojo,Milos Samolov,Hristina Popovic,|,See full cast & crew,","10,446"
624,"$385,000","Organica Music Group,See more »,",USA,Linda Bloodworth-Thomason,,Bridegroom (2013) ,7.9,"Cindy Bitney,David Crone,Jessica Mitchell,|,See full cast & crew,","4,150"
625,,"TS Productions,France 3 Cinéma,Climax Films,See more »,","France,Belgium",Martin Provost,,Violette (2013) ,7.1,"Emmanuelle Devos,Sandrine Kiberlain,Olivier Gourmet,|,See full cast & crew,","1,710"
626,"$287,000","Big Bad Film,See more »,",USA,,,Bastard (2015) ,4.6,"Rebekah Kennedy,Ellis Greer,Dan Creed,|,See full cast & crew,",754
627,,"Funny Boy Films,See more »,",USA,Craig Chester,"$309,384,",Adam & Steve (2005) ,6.0,"Craig Chester,Malcolm Gets,Parker Posey,|,See full cast & crew,","2,823"
628,,"Sneak Preview Entertainment,See more »,",USA,Paul Etheredge,"$187,786,",Hellbent (2004) ,5.5,"Dylan Fergus,Bryan Kirkwood,Hank Harris,|,See full cast & crew,","2,141"
629,"$1,000,000","Big Teddy Films,Nazz Productions,See more »,",USA,Tony Piccirillo,"$14,107,",The 24th Day (2004) ,6.6,"James Marsden,Scott Speedman,Sofía Vergara,|,See full cast & crew,","3,313"
630,,"Sly Dog Films,HDNet Films,See more »,",USA,Matt Tauber,"$12,644,",The Architect (2006) ,5.6,"Anthony LaPaglia,Viola Davis,Isabella Rossellini,|,See full cast & crew,","1,050"
631,"€600,000","Alfama Films,Rhône-Alpes Cinéma,Région Rhône-Alpes,See more »,",France,Gaël Morel,,Notre paradis (2011) ,5.7,"Stéphane Rideau,Dimitri Durdaine,Béatrice Dalle,|,See full cast & crew,","1,186"
632,"$400,000","Sombracine Producciones,See more »,",Argentina,Lucas Santa Ana,,Como una novia sin sexo (2016) ,6.0,"Javier De Pietro,Agustín Pardella,Marcos Ribas,|,See full cast & crew,",260
633,,"Toloda,L.C.J. Editions & Productions,Sama Productions,See more »,",France,,,American Translation (2011) ,5.4,"Lizzie Brocheré,Pierre Perrier,Karl E. Landler,|,See full cast & crew,",685
634,"$100,000",,USA,Wade Gasque,,Tiger Orange (2014) ,6.6,"Mark Strano,Frankie Valenti,Gregory Marcel,|,See full cast & crew,","1,010"
635,"$200,000","G.A. Hauser Collection,ad hoc productions,See more »,",USA,Ilo Orleans,,Capital Games (2013) ,5.5,"Rebekah Apodaca,Lena Ann Balambao,Cristo Cabrera,|,See full cast & crew,",496
636,,"LGM Productions,Rectangle Productions,Don't Be Shy Productions,See more »,","France,Belgium",Guillaume Gallienne,,"Les garçons et Guillaume, à table! (2013) ",6.7,"Guillaume Gallienne,André Marcon,Françoise Fabian,|,See full cast & crew,","6,678"
637,,"Eurowide Film Production,FOZ,France 2 Cinéma,See more »,",France,François Ozon,"$34,422,",Le refuge (2009) ,6.4,"Isabelle Carré,Louis-Ronan Choisy,Pierre Louis-Calixte,|,See full cast & crew,","2,368"
638,,"Paul Bright Films,Silly Bunny Pictures,See more »,",USA,Paul Bright,,Aaron Albeit a Hero (2009) ,4.5,"Matthew Burnett,Rafiel Soto,Tony Bottorff,|,See full cast & crew,",121
639,"€447,100","Beze,Bunker Film Plus,See more »,","Kosovo,Albania",Blerta Zeqiri,,The Marriage (2017) ,7.1,"Alban Ukaj,Adriana Matoshi,Genc Salihu,|,See full cast & crew,",149
640,,"Little Red Hen Pictures,Hilltop Films,See more »,",New Zealand,Alastair Riddell,,West of Eden (2017) ,4.6,"Kieran Foster,Luke Thompson,Peter Hansen,|,See full cast & crew,",129
641,,"Bunim-Murray Productions (BMP),Eddie Schmidt Productions,See more »,",USA,Marta Cunningham,,Valentine Road (2013) ,7.1,"James Bing,Jeremy Bing,Rosalie Black,|,See full cast & crew,","1,253"
642,"£6,000,000","Micro Fusion 2004-4,These Foolish Things Ltd.,See more »,",UK,Julia Taylor-Stanley,,These Foolish Things (2005) ,5.9,"Charlotte Lucas,Craig Rooke,Julia McKenzie,|,See full cast & crew,",279
643,,"Fandango,Faros Film,Rai Cinema,See more »,",Italy,Ferzan Ozpetek,,Magnifica presenza (2012) ,6.7,"Elio Germano,Margherita Buy,Vittoria Puccini,|,See full cast & crew,","4,457"
644,"$1,000,000","Magic Entertainment Inc.,Golan-Globus Productions,Miracle Entertainment,See more »,",USA,Nickolas Perry,"$17,127",Speedway Junky (1999) ,5.3,"Richard Balin,Jaime Bergman,Jesse Bradford,|,See full cast & crew,","1,505"
645,,"Chaiken Films,See more »,",USA,Thomas Bezucha,"$512,451,",Big Eden (2000) ,7.4,"Arye Gross,Eric Schweig,Tim DeKay,|,See full cast & crew,","3,721"
646,,"Four Front Films,See more »,",India,Onir,,My Brother... Nikhil (2005) ,7.4,"Sanjay Suri,Juhi Chawla,Purab Kohli,|,See full cast & crew,",983
647,"$2,000,000","Indalo Productions,See more »,",USA,Bryan Gunnar Cole,"$13,800,",Day Zero (2007) ,6.0,"Elijah Wood,Chris Klein,Jon Bernthal,|,See full cast & crew,","2,638"
648,"€1,400,000","Toloda,Zentropa Entertainments,Liberator Productions,See more »,","France,Denmark",,"$18,435,",Chacun sa nuit (2006) ,5.5,"Lizzie Brocheré,Arthur Dupont,Guillaume Baché,|,See full cast & crew,","1,161"
649,,"Feel Bad Movies,See more »,",Germany,Tor Iben,,Cibrâil (2011) ,5.1,"Sinan Hancili,Engin Sert,Martina Hesse,|,See full cast & crew,",452
650,"$30,000","In the Pink Productions,Kerwi,Kissing Darkness,See more »,",USA,James Townsend,,Kissing Darkness (2014) ,3.7,"Nick Airus,Allusia Alusia,Sean Benedict,|,See full cast & crew,",206
651,,"Element Films,L.I.F.T. Production,Persistent Entertainment,See more »,",USA,Ryan Shiraki,"$10,462,",Home of Phobia (2004) ,5.4,"Sam Huntington,Marla Sokoloff,Mike Erwin,|,See full cast & crew,","1,454"
652,,"Twins Latin Films,See more »,",Argentina,Rodrigo Guerrero,,El tercero (2014) ,6.1,"Carlos Echevarría,Emiliano Dionisi,Nicolás Armengol,",524
653,,"Studio DEEN,See more »,",Japan,Chiaki Kon,,Gekijouban Sekaiichi hatsukoi: Yokozawa Takafumi no baai (2014) ,8.0,"Tôru Furuya,Yui Horie,Ken'yû Horiuchi,|,See full cast & crew,",160
654,,"Cinemalaya Foundation,UFO Pictures,See more »,",Philippines,Auraeus Solito,,Ang pagdadalaga ni Maximo Oliveros (2005) ,7.1,"Nathan Lopez,Soliman Cruz,J.R. Valentin,|,See full cast & crew,","1,405"
655,,"Tantan Films,Lucho Film,See more »,",Chile,Claudio Marcone,,En la Gama de los Grises (2015) ,6.2,"Francisco Celhay,Emilio Edwards,Daniela Ramírez,|,See full cast & crew,","1,599"
656,,"Viva Films,See more »,",Philippines,Robert Quebral,,Sex Drive (2003) ,4.9,"Maui Taylor,Katya Santos,Wendell Ramos,|,See full cast & crew,",97
657,"$4,000,000","Coração da Selva,Hank Levine Film,Watchmen Productions,See more »,","Brazil,Germany",Karim Aïnouz,"$20,262,",Praia do Futuro (2014) ,6.0,"Wagner Moura,Clemens Schick,Jesuíta Barbosa,|,See full cast & crew,","2,275"
658,"€1,620,000","Plattform Produktion,Magic Hour Films ApS,Oy Bufo Ab,See more »,","Finland,Sweden,Denmark",Pirjo Honkasalo,,Betoniyö (2013) ,6.5,"Johannes Brotherus,Jari Virman,Anneli Karppinen,|,See full cast & crew,",875
659,,"In the Family,See more »,",USA,Patrick Wang,"$15,724,",In the Family (2011) ,7.0,"Sebastian Banes,Patrick Wang,Trevor St. John,|,See full cast & crew,",621
660,,"Holedigger Films,See more »,",USA,Campbell Scott,"$1,310,368,",Off the Map (2003) ,7.2,"Valentina de Angelis,Joan Allen,Sam Elliott,|,See full cast & crew,","3,118"
661,,"Mega Channel,FilmNet,Greek Film Center,See more »,",Greece,,"$21,024,",Oxygono (2003) ,5.1,"Nena Menti,Maria Kavoyianni,Akilas Karazisis,|,See full cast & crew,",994
662,,"Quattro Risk Services,See more »,",Australia,Brendan Cowell,,Ruben Guthrie (2015) ,5.8,"Patrick Brammall,Alex Dimitriades,Abbey Lee,|,See full cast & crew,",525
663,"£20,000","FAQs,See more »,",UK,,,Shank (2009) ,6.3,"Wayne Virgo,Marc Laurent,Tom Bott,|,See full cast & crew,","2,290"
664,,"Ballet Diesel Films,See more »,",USA,Michelle Ehlen,,Heterosexual Jill (2013) ,5.3,"Jen McPherson,Michelle Ehlen,Keye Chen,|,See full cast & crew,",106
665,,,"Hong Kong,China",Simon Chung,,Oi do chun (2009) ,5.1,"Chi-Kin Lee,Kin-Fat Lai,Alex Wong,|,See full cast & crew,",219
666,,"Last Bastion Entertainment,Archer Productions,11:11 Entertainment Inc.,See more »,",USA,J.B. Ghuman Jr.,,Spork (2010) ,6.8,"Savannah Stehlin,Rodney Eastman,Robert Bradvica,|,See full cast & crew,",934
667,,"From Stage To Screen,See more »,",USA,Gerald McCullouch,,Daddy (2015) ,5.2,"Gerald McCullouch,Dan Via,Jaime Cepero,|,See full cast & crew,",502
668,,"Wildart Film,See more »,",Austria,Patric Chiha,,Brüder der Nacht (2016) ,5.7,"Stefan,Yonko,Asen,|,See full cast & crew,",166
669,,"Ministry of Content,Sassy Pictures,Spruce Street Films,See more »,",USA,Coley Sohn,,Sassy Pants (2012) ,6.2,"Anna Gunn,Ashley Rickards,Martin Spanjers,|,See full cast & crew,","1,605"
670,"€5,500,000","Medusa Film,R&C Produzioni,Faros Film,See more »,","Italy,France,Turkey",Ferzan Ozpetek,,Saturno contro (2007) ,6.7,"Stefano Accorsi,Margherita Buy,Pierfrancesco Favino,|,See full cast & crew,","3,915"
