,budget,company,country,director,gross,name,rate,star,voter
1742,,"HANDSFREE Productions,Synkronicity Films,See more »,",Philippines,Felino Tañada,,Hanggang dito na lamang at maraming salamat (2007) ,8.6,"Nonie Buencamino,Jon Santos,Jerwin Mercado,|,See full cast & crew,",41
1743,,"Callan Entertainment,Emergency Clock Productions,Pursuit of Equality,See more »,",USA,,,Pursuit of Equality (2005) ,6.6,"Gavin Newsom,George W. Bush,Rosie O'Donnell,|,See full cast & crew,",48
1744,"$3,000","New Dynamic,See more »,",USA,Henrique Couto,,Bleeding Through (2012) ,5.8,"Sandy Behre,Ruby Larocca,Josh Lively,|,See full cast & crew,",36
1745,,"MUVI Films,See more »,",Puerto Rico,Raúl Marchand Sánchez,,12 horas (2001) ,6.2,"Jaime Bello,Marcos Betancourt,Modesto Lacen,|,See full cast & crew,",88
1746,,"Star Cinema Productions,See more »,",Philippines,Jose Javier Reyes,,Pinay Pie (2003) ,6.3,"Joyce Jimenez,Assunta de Rossi,Ai-Ai de las Alas,|,See full cast & crew,",24
1747,,"Galeria Alaska Productions,See more »,","Germany,USA",Jochen Hick,,Sex/Life in L.A. (1998) ,5.8,"Ron Athey,Matt Bradshaw,Rick Castro,|,See full cast & crew,",108
1748,,"8Heads Productions,Ceská Televize,Moss & Roy,See more »,","Czech Republic,Slovakia",Marta Nováková,,8 hlav sílenství (2017) ,4.8,"Aneta Langerová,Lenka Burianová,Viktorie Cermáková,|,See full cast & crew,",19
1749,,"Imaginative Media Production,See more »,",Philippines,Shandii Bacolod,,Sponsor (2011) ,0,"Abner Delina,Alchris Galura,Mailes Kanapi,|,See full cast & crew,",0
1750,"$1,000,000","Double Vision,Mediacorp Raintree Pictures,Scorpio East,See more »,","Malaysia,Singapore",Ekachai Uekrongtham,,Da xi shi (2009) ,5.4,"Fann Wong,Christopher Ming-Shun Lee,Charles 'Blackie' Chen,|,See full cast & crew,",106
1751,,"Nordisk Film,See more »,",Denmark,Morten Arnfred,,Den store dag (2005) ,5.3,"Louise Mieritz,Christian Tafdrup,Henrik Prip,|,See full cast & crew,",346
1752,"$200,000","Empekay Kayjaykay Productions,Skyline-NYC Productions,See more »,",USA,Michael Patrick Kelly,,Isn't It Delicious (2013) ,7.7,"Kathleen Chalfant,Keir Dullea,Alice Ripley,|,See full cast & crew,",60
1753,"$3,000","EtCaetera Films,See more »,",Romania,Florina Titz,,Trip (2009) ,7.4,"Marian Adochitei,Laura Iancu,Lacramioara Muscaliuc,|,See full cast & crew,",33
1754,,,"USA,Mexico",,"$2,390,",Blossoms of Fire (2000) ,7.0,,30
1755,,"Vegaswood Studios,See more »,",USA,Derek Stonebarger,,I.M. Caravaggio (2011) ,7.3,"Ryan Eicher,Beverly Lynne,Fletcher Sharp,|,See full cast & crew,",36
1756,"$100,000","Split Pillow,See more »,",USA,,,SoulMaid (2007) ,3.3,"Tom Bailey,Becca Connolly,Joe Schenck,",106
1757,,"Silly Bunny Pictures,See more »,",USA,Paul Bright,,Theft (2008) ,4.3,"Matthew Burnett,Patrick Henderson,Cynthia Schiebel,|,See full cast & crew,",147
1758,,"Cineart Production,See more »,",Czech Republic,Jitka Rudolfová,,Rozkos (2013) ,6.4,"Jana Plodková,Martin Mysicka,Jan Budar,|,See full cast & crew,",48
1759,,"Regal Films,See more »,",Philippines,Joel Lamangan,,I Will Survive (2004) ,6.2,"Maricel Soriano,Dina Bonnevie,Judy Ann Santos,|,See full cast & crew,",24
1760,,"Solaris Pictures,See more »,",India,Sridhar Rangayan,,Breaking Free (2015) ,6.4,"Vivek Anand,Manohar Elavarthi,Anand Grover,|,See full cast & crew,",16
1761,,"Florianfilm GmbH,Arte,AVRO Television,See more »,","Germany,Netherlands,Finland,Australia",André Schäfer,,"Schau mir in die Augen, Kleiner (2007) ",7.0,"John Waters,Wieland Speck,Rosa von Praunheim,|,See full cast & crew,",110
1762,,"Antenna TV,Papandreou A.E.,Plenman Enterprises,See more »,",Greece,Olga Malea,,Rizoto (2000) ,3.9,"Anna Mascha,Dimitra Matsouka,Kleon Gregoriadis,|,See full cast & crew,",337
1763,,"The Stoebner/Baumgartner Company,See more »,",USA,John Baumgartner,,Hard Pill (2005) ,6.6,"Jonathan Slavin,Scotch Ellis Loring,Susan Slome,|,See full cast & crew,",510
1764,,,Thailand,Panyanee,,Tiang khu ku rak (2012) ,0,,0
1765,,"Deston Films,White Dock,See more »,",USA,Heather Winters,,Two: The Story of Roman & Nyro (2013) ,7.1,"Univ. Miami Indian Students Assoc.,Karl Bakke,John Barrett,|,See full cast & crew,",34
1766,,"Cyberfish Media,Fridae,See more »,","Thailand,Singapore",Thanyatorn Siwanukrow,,Rainbow boy... Rung tua thii paet khawng khwaam rak (2005) ,5.7,"Jackie,Palat Ananwattanasiri,Pimpong Isarasena na Ayudhya,|,See full cast & crew,",115
1767,"€1,440,000","Solar Films,See more »,",Finland,Marja Pyykkö,,Kekkonen tulee! (2013) ,5.4,"Wilma Rosenqvist,Merja Larivaara,Marjaana Maijala,|,See full cast & crew,",355
1768,,"DeepFocus Productions Inc.,See more »,",USA,Arthur Dong,,Family Fundamentals (2002) ,6.8,"Cynthia Alardo,Phil Alardo,Heather Beberay,|,See full cast & crew,",96
1769,,"Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),Malas Compañías P.C. S.L.,See more »,","Cuba,Spain",Enrique Pineda Barnet,,Verde verde (2012) ,5.8,"Héctor Noas,Carlos Miguel Caballero,Farah Maria,|,See full cast & crew,",31
1770,,,"Netherlands,Morocco",Chris Belloni,,I Am Gay and Muslim (2012) ,4.8,,29
1771,,"Iron Zeal Films,See more »,",USA,Susan Polis Schutz,,Anyone and Everyone (2007) ,8.2,,36
1772,"$2,000,000","Watermark Films (I),See more »,",USA,Bernard Salzmann,,The Unknown Cyclist (1998) ,5.8,"Lea Thompson,Vincent Spano,Danny Nucci,|,See full cast & crew,",174
1773,,"Arkwright Ventures,See more »,","Italy,USA,United Arab Emirates",Gustave Reininger,,Corso: The Last Beat (2009) ,7.9,"Gregory Corso,Allen Ginsberg,William S. Burroughs,|,See full cast & crew,",21
1774,"$1,000,000",,USA,,,Beacon Hill (2004) ,4.9,"Michael Landes,Wendy Benson-Landes,Francis X. McCarthy,|,See full cast & crew,",51
1775,,"Up All Nite Productions,See more »,",USA,Heidi Arnesen,,Some Prefer Cake (1998) ,4.6,"Kathleen Fontaine,Tara Howley,Desi del Valle,|,See full cast & crew,",84
1776,,"Camaleo,Red Carpet,Iervolino Entertainment,See more »,",Italy,Matteo Vicino,,Outing - Fidanzati per sbaglio (2013) ,4.6,"Nicolas Vaporidis,Andrea Bosca,Massimo Ghini,|,See full cast & crew,",223
1777,,"Hardsell Productions,See more »,",USA,,,Idol (2006) ,5.7,"Amber Alexander,Adriano Aragon,John Arrington,|,See full cast & crew,",83
1778,"$65,000","Wanted Dead Pictures,See more »,",USA,Shawn Lecrone,,Southwest (2013) ,7.2,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",100
1779,,"Big Bean & The Human Bean Band,Mundofree,See more »,",Spain,Eusebio Pastrana,,Spinnin' (2007) ,6.4,"Damián Alcolea,Matilde Alcázar,María Brea,|,See full cast & crew,",153
1780,"$250,000","Moodude Films,See more »,",USA,Joe Sullivan,,Dead Serious (2005) ,5.9,"Tom Cahill,Paul Coughlan,Carson Grant,|,See full cast & crew,",56
1781,"£100,000","Perfectmotion,Succulent Pictures,See more »,",UK,Toby Amies,,The Man Whose Mind Exploded (2012) ,6.7,,252
1782,,,USA,Glenn Gaylord,,Lez Be Friends (2007) ,5.2,"Nic Arnzen,Christine Barger,Q. Allan Brocka,|,See full cast & crew,",8
1783,"$800,000","Escrevendo & Filmes,Cafajeste Filmes (as Diversid'arte),Quanta Centro de Produções Cinematográficas,See more »,",Brazil,Juliana Reis,,Disparos (2012) ,5.6,"Gustavo Machado,Caco Ciocler,Julio Adrião,|,See full cast & crew,",141
1784,,"Thank You & Good Night Productions,See more »,",Belgium,Patrick Carpentier,,Combat (2006) ,5.9,"Léo Joris,Tomas Matauko,",71
1785,,,Argentina,Majo Staffolani de Amoriza,,Román (2018) ,0,"Carlo Argento,Gastón Cocchiarale,Lara Crespo,|,See full cast & crew,",0
1786,"CAD 220,000","Interfilm Productions,See more »,",Canada,Julia Ivanova,,Fatherhood Dreams (2007) ,6.3,,37
1787,,"MATIZ Arte Digital,Zazen Producciones,See more »,",Argentina,Diego Rafecas,,Cruzadas (2011) ,3.5,"Moria Casán,Nacha Guevara,Enrique Pinti,|,See full cast & crew,",77
1788,,"Any Other Name,See more »,",USA,Edward Jack,,The Fix (2018) ,0,"Luke Mire,Danny Mosier,Maverick Shaw,|,See full cast & crew,",0
1789,,"CreationsToGo Studios,Lion's Kill Productions,Wynkoop Productions,See more »,",USA,,,Joel D. Wynkoop's Slasher Weekend (2015) ,5.5,"Ken Anthony II,Emma Banks,Ashley Lynn Caputo,|,See full cast & crew,",13
1790,"$30,000",,USA,Tom Monasterios,,LGBT Experience (2018) ,0,,0
1791,,"Handmade Productions,See more »,",India,Santosh Sivan,,Navarasa (2005) ,7.8,"Shweta,Apeksha Bhat,Bobby Darling,|,See full cast & crew,",29
1792,,"Center for Asian American Media (CAAM),City of Borders Productions,ITVS,See more »,",USA,Yun Suh,,City of Borders (2009) ,7.8,"Boody,Ravit Geva,Sa'Ar Netanel,|,See full cast & crew,",68
1793,,,USA,Doug Miles,,Don't Ask Don't Tell (2002) ,4.2,"Lloyd Floyd,Erik Frandsen,Darby McKinney,|,See full cast & crew,",107
1794,,"Ertbound Entertainment,Erthbound Entertainment,Gureghian ASG Films,See more »,",USA,,,For Pete's Wake! (2007) ,6.4,"Patricia Tallman,Joy Claussen,Erinn Koch,|,See full cast & crew,",34
1795,"€5,000","Academy of Media Arts Cologne,See more »,",Germany,Stefan Westerwelle,,Solange Du hier bist (2006) ,6.3,"Michael Gempart,Leander Lichti,",98
1796,"$40,000","Entendre Pictures,See more »,",USA,Seth Randal,,The Fall of '55 (2006) ,6.1,"Ron Bess,Peter Boag,Jack Butler,|,See full cast & crew,",34
1797,,"New Media Entertainment LLC,See more »,",USA,Damion Dietz,,Beverly Kills (2005) ,3.9,"Stephan D. Gill,Marlon Pfeiffer,Kurt Koehler,|,See full cast & crew,",141
1798,,"Bravo Cable,Cactus Three,See more »,",USA,Susan Kaplan,"$19,738,",Three of Hearts: A Postmodern Family (2004) ,7.1,"Sam Cagnina,Steven Margolin,Samantha Singh,",166
1799,"$3,000","Fleet Street Films,See more »,",USA,Anthony Spadaccini,,Unstable (2005) ,7.6,"Steve Brown,James Schaeffer,Bobby Hamilton,|,See full cast & crew,",53
1800,,,"Mexico,USA",Dan Castle,,Zona rosa (2005) ,4.8,"Christian Miranda,Mily Miranda,Willy Rodriguez,",63
1801,,,"Iran,USA",Hossein Keshavarz,,Dog Sweat (2010) ,6.5,"Sara Esfahani,Tahereh Azadi,Shahrokh Taslimi,|,See full cast & crew,",119
1802,"€1,400,000","Apfel Production,Frame100r,Apfel Production,See more »,",Czech Republic,Marta Ferencova,,Rachanda (2016) ,4.6,"Vladimír Polívka,Ales Bílík,Denisa Pfauserová,|,See full cast & crew,",43
1803,,"Hell's Bells,See more »,",USA,Esther Bell,,Godass (2000) ,5.6,"Nika Feldman,Preston Miller,Arik Roper,|,See full cast & crew,",48
1804,,"Blu Cinematografica,Ministero per i Beni e le Attività Culturali (MiBAC),See more »,","Italy,UK",Luciano Melchionna,,Gas (2005) ,5.9,"Lorenzo Balducci,Francesco Venditti,Moran Atias,|,See full cast & crew,",123
1805,,"Wolffhouse,See more »,",USA,Tim Wolff,"$2,852,",The Sons of Tennessee Williams (2010) ,4.3,"Charles Maddox,Tommy Dietsch,Ed Herlihy,|,See full cast & crew,",110
1806,,"Eight Track Tape Productions,See more »,",USA,Kieran Turner,,Jobriath A.D. (2012) ,7.3,"Jerry Brandt,Jayne County,Dennis Christopher,|,See full cast & crew,",130
1807,,"Independent Television Service (ITVS),Persistent Visions,See more »,",USA,Johnny Symons,,Daddy and Papa (2002) ,8.0,,106
1808,,"1,049 Films,See more »,",USA,Jim de Sève,"$37,464,",Tying the Knot (2004) ,7.4,"Bob Barr,Mary Bonauto,Brian Brown,|,See full cast & crew,",281
1809,,"Autumnrain Productions,See more »,",USA,Alexander Grigorenko,,A Heaven for Queers (2011) ,4.4,"Alex Di Dio,Jessica Zwolak,Jennifer Bihl,|,See full cast & crew,",19
1810,,,Poland,Piotr Matwiejczyk,,Homo Father (2005) ,5.2,"Dawid Antkowiak,Bodo Kox,Daria Iwan,|,See full cast & crew,",70
1811,"$500,000","Sountru Productions,See more »,",USA,Sountru,,Beatific Vision (2008) ,3.9,"Joe Higachi,Norm Munoz,Marianne Shine,|,See full cast & crew,",67
1812,,"Revealing Picture Productions,Aaron Douglas Enterprises,See more »,",USA,James Tuchschmidt,,The Man You Had in Mind (2006) ,7.4,,57
1813,,"Indian Snack Box,See more »,",Canada,Sean Garrity,,Inertia (2001) ,5.9,"Jonas Chernick,Sarah Constible,Gordon Tanner,|,See full cast & crew,",145
1814,,"Habakari Cinema,See more »,",Japan,Kôichi Imaizumi,,Hatsu-koi (2007) ,5.7,"Hiroshi Murakami,Teppen Matsunoki,Ryôya Kawashima,|,See full cast & crew,",69
1815,,,USA,Yoruba Richen,,The New Black (2013) ,6.8,,85
1816,,"Shogakukan,Toho Company,See more »,",Japan,Ataru Oikawa,,Lovers' Kiss (2003) ,6.1,"Aya Hirayama,Aoi Miyazaki,Mikako Ichikawa,|,See full cast & crew,",14
1817,,"John M. Bennett Productions,Left Brain Right Brain Productions,See more »,","USA,Turkey",Malachi Leopold,,Alex & Ali (2014) ,6.3,,27
1818,,"NoCo Media Group,Bittersweet Productions,See more »,",USA,Carolyn Coal,,A Place to Live: The Story of Triangle Square (2008) ,9.1,,11
1819,,"Star Cinema Productions,See more »,",Philippines,Marilou Diaz-Abaya,,Noon at ngayon (2003) ,6.4,"Dina Bonnevie,Eula Valdez,Jean Garcia,|,See full cast & crew,",13
1820,"€3,000",,China,François Chang,,Hua wei mei (2011) ,5.1,"Nranus Chen,Jason Lau,Hayden Leung,|,See full cast & crew,",62
1821,,"North Carolina Film Foundation,See more »,",USA,Tim Kirkman,"$16,875,",Dear Jesse (1998) ,7.3,"Nathan A. Barbour,Karen Brown,Patsy Clarke,|,See full cast & crew,",141
1822,,"Canadian Government,Cité-Amérique,Quebec Government,See more »,",Canada,Charles Binamé,,Le coeur au poing (1998) ,6.4,"Pascale Montpetit,Guy Nadon,Anne-Marie Cadieux,|,See full cast & crew,",149
1823,,,"USA,Russia",,,Campaign of Hate: Russia and Gay Propaganda (2014) ,6.2,,69
1824,"THB 18,000,000","Tai Entertainment,Hub Ho Hin Films,See more »,",Thailand,Yongyoot Thongkongtoon,,Satree lek 2 (2003) ,5.4,"Sujira Arunpipat,Kokkorn Benjathikoon,Anucha Chatkaew,|,See full cast & crew,",194
1825,"$7,000","The Memphis Digital Arts Co-operative,Sawed-Off Collaboratory Productions,See more »,",USA,,,Away (A)wake (2005) ,5.4,"Helen Bowman,Saki Manousakis,Timothy Morton,|,See full cast & crew,",89
1826,,"MAQ Productions,Regal Films,See more »,",Philippines,Maryo J. de los Reyes,,Happily Ever After (2005) ,5.9,"Keempee de Leon,John Prats,Maxene Magalona,|,See full cast & crew,",15
1827,"$25,000","La Vie En Bleu,See more »,",USA,Azure Valencia,,Love Will Tear Us Apart (2013) ,5.6,"Kaleigh Macchio,August Roads,Azure Valencia,|,See full cast & crew,",45
1828,"$90,000","Apple Cart Productions,Maven Design House,Beachwood Cottage Film and Music,See more »,",USA,Brian Samuel Davis,,Ornaments (2008) ,3.7,"Kelly May,Chad Olson,Jordana Oberman,|,See full cast & crew,",22
1829,$500,"Schmoore Filmworks,See more »,",USA,Chris Moore,,A Star Is Stillborn (2014) ,7.9,"Chris Moore,Nina Scholl,Mariangelica Velasquez,|,See full cast & crew,",11
1830,,"Boccia Film,Orisa Produzioni,Pasquino,See more »,",Italy,Cristiano Bortone,,Sono positivo (1999) ,6.1,"Giovanni Esposito,Cristina Liberati,Paolo Sassanelli,|,See full cast & crew,",71
1831,,"Artichoke Film Production,See more »,","Slovakia,Czech Republic",Juraj Krasnohorsky,,Tigre v meste (2012) ,7.0,"Kristina Tothova,Tomas Mastalir,Milan Ondrík,|,See full cast & crew,",52
1832,"$10,000","Pip Productions,Sweaty Turtle Entertainment,See more »,",USA,Rick Dumont,,Brothers in Communion (2010) ,0,"Pam Ahern,Paul Ahern,Tyrone Alcorn,|,See full cast & crew,",0
1833,,"AccentWorks,See more »,",USA,Natasha Guruleva,,Mr. Brown (2006) ,0,"Niles Ford,Paul Frolov,Kristen Irby,|,See full cast & crew,",0
1834,,,Indonesia,Richard Buntario,,5 sehat 4 sempurna (2002) ,6.0,"Fathir Muchtar,Rena Tabitha,Indra Bekti,|,See full cast & crew,",27
1835,,"Bone Film,See more »,",USA,Steve Staso,,Cellar (2010) ,0,"Salma Abu Ayyash,Christian Alfonso,Salahuddin Alston,|,See full cast & crew,",0
1836,,"Greek Chorus Productions,See more »,",Canada,Gregory Duke,,Fluff (2003) ,4.7,"Peter Lee Cameron,Philip Cairns,Jonathan C. Dietrich,|,See full cast & crew,",29
1837,,,USA,Jay Gianukos,,An Ordinary Couple (2018) ,8.0,"Orin Kennedy,Bernardo Puccio,",8
1838,,"OmeProductions,See more »,",USA,Roger S. Omeus Jr.,,Finding Me: Truth (2011) ,5.8,"Josh Breckenridge,Derrick L. Briggs,Bry'Nt,|,See full cast & crew,",34
1839,,"Trigon Production,See more »,",Slovakia,Vladimír Adásek,,Hana a jej bratia (2000) ,5.5,"Martin Keder,Lucia Hurajová,Marta Zuchová,|,See full cast & crew,",59
1840,"$20,000",,USA,Odera Ozoka,,Soul Diaspora (2009) ,8.0,"Sadiq Abu,Donald Ajluni,Chrisi Collins,|,See full cast & crew,",30
1841,,"Regal Films,Regal Multimedia,See more »,",Philippines,Joel Lamangan,,Happy Hearts (2007) ,5.5,"Bb Gandanghari,Wendell Ramos,Shaina Magdayao,|,See full cast & crew,",13
1842,"$125,000","the red dilemma,See more »,",USA,Gene Landry,,"The Completely Remarkable, Utterly Fabulous Transformation of a Regular Joe (2008) ",7.7,"Charles Fraser,Wade A. Vaughn,Bridgette McGehee,|,See full cast & crew,",69
1843,,"L Factory,Nihon Sky Way,Scrum Try,See more »,",Japan,Daishi Matsunaga,,Pyuupiru 2001-2008 (2011) ,7.7,,11
1844,,"Arte France Cinéma,Canal+,Centre National de la Cinématographie (CNC),See more »,","France,Germany",Jean-Pierre Sinapi,,Vivre me tue (2002) ,6.6,"Sami Bouajila,Jalil Lespert,Sylvie Testud,|,See full cast & crew,",168
1845,,"Fiery Archer,See more »,",UK,Adrian Hume Robinson,,Walking with the Ferryman (2014) ,6.4,"Stefano Reali,Adrian Hume Robinson,Brigitte Millar,|,See full cast & crew,",46
1846,,"Regal Films,See more »,",Philippines,Joel Lamangan,,Manay po! (2006) ,6.7,"Cherry Pie Picache,John Prats,Polo Ravales,|,See full cast & crew,",95
1847,,"Forever Films,See more »,",USA,,,Out Late (2008) ,7.0,"Leanna Bradley,Cathy Jambrosic,Walter Rothenburger,|,See full cast & crew,",89
1848,,,"USA,Japan,Canada,Germany",Broderick Fox,,The Skin I'm In (2012) ,7.0,"Rande Cook,Broderick Fox,Zulu Zulu,",5
1849,,"EFB Productions,See more »,",Philippines,Lau de Jesus,,Hada (2006) ,0,"Rey 'PJ' Abellana,Jiggy Ashley,K.C. Castillo,|,See full cast & crew,",0
1850,,"Fruit Films,Rewind Services,See more »,",USA,,,The Wedding Video (2003) ,6.6,"Heather B.,Lindsay Brien,Sean Duffy,|,See full cast & crew,",89
1851,,"Ying E Chi,See more »,",Hong Kong,Simon Chung,,Sam Fooi (1999) ,5.8,"Edmund Strode,Alex Wong,Carrie Leung,|,See full cast & crew,",118
1852,,"Life on Mars Ltd.,Winters Hollywood Entertainment Holdings Corporation,See more »,","UK,USA",Stephen Lennhoff,,Rhythm & Blues (2000) ,5.2,"Angus MacInnes,Ian Henderson,Paul Blackthorne,|,See full cast & crew,",63
1853,"$650,000","Fidecine,Hilo Negro Films,See more »,",Mexico,Julio Cesar Estrada,,Espinas (2005) ,5.5,"Ernesto Yáñez,Gamboa Bernardo,César Cansdales,|,See full cast & crew,",27
1854,"€13,500","Beyond Pictures,See more »,",Germany,Timmy Ehegötz,,The First Time - Bedingungslose Liebe (2011) ,5.9,"Florian Ahlborn,Timmy Ehegötz,Denise Ilktac,|,See full cast & crew,",77
1855,,"DoRo Fiction Film GmbH,MMC Independent,Schokolade Filmproduktion GmbH,See more »,",Germany,Simon X. Rost,,Besser als Schule (2004) ,3.3,"Eric Benz,Gabriel Andrade,Melanie Wichterich,|,See full cast & crew,",134
1856,,,Dominican Republic,Bladimir Abud,,Suplicio (2016) ,0,"Manolo Ozuna,Rafael Alduey,Eva Arias,|,See full cast & crew,",0
1857,,,Brazil,André Antônio,,A Seita (2015) ,7.1,"Sócrates Alexandre,Felipe Araújo,Júlio Emílio,|,See full cast & crew,",29
1858,,"Label me. productions,See more »,",USA,Donna R. Clark,,Midnight Cabaret (2012) ,6.4,"Brandon Hilton,Elexius Kelly,Arthur Yon,|,See full cast & crew,",19
1859,,"ML Productions,See more »,",France,Amal Bedjaoui,,Un fils (2003) ,4.5,"Mohamed Hicham,Hammou Graïa,Isabelle Pichaud,|,See full cast & crew,",177
1860,,,South Africa,,,Simon and I (2002) ,8.5,,21
1861,,"Ceská Televize,Dramedy Productions S.r.o.,Frame100r,See more »,",Czech Republic,Ondrej Sokol,,Krásno (2014) ,6.0,"Ondrej Sokol,Martin Finger,Jana Krausová,|,See full cast & crew,",113
1862,"$300,000","Showdog Productions,Public Art Films,Goldcrest Post Production New York,See more »,",USA,Draper Shreeve,,Queer City (2016) ,6.4,"Rafael Alencar,Sarah Chinn,Miriam Diaz,|,See full cast & crew,",16
1863,,"FunnyHo Films,MKF Productions,See more »,",USA,Michael Kenneth Fahr,,Victimized (2014) ,5.6,"Michael Kenneth Fahr,Sarah Nicklin,Cuyle Carvin,|,See full cast & crew,",23
1864,,"Bad Movies,GP Lighting,Graal,See more »,",Greece,Katerina Evangelakou,,Ores koinis isyhias (2006) ,6.3,"Ivonni Maltezou,Errikos Litsis,Angeliki Papathemeli,|,See full cast & crew,",138
1865,,"Solace Soleil,Oracle Releasing,See more »,",USA,Afdhere Jama,,Apart (2010) ,4.7,"Ajibike Adekoya,Luis Anguiano,Jamie Bernadette,|,See full cast & crew,",27
1866,,"Lan Zinema,Sociedad Kino Visión,See more »,",Spain,Javier Rebollo,,Marujas asesinas (2001) ,5.1,"Neus Asensi,Antonio Resines,Nathalie Seseña,|,See full cast & crew,",284
1867,"$100,000",,USA,Spencer Windes,,Straight Acting (2005) ,5.2,,24
1868,,,Hong Kong,Kit Hung,,I Am Not What You Want (2001) ,6.3,"Chet Lam,Lik Hang Hung,Ki Lok Chan,|,See full cast & crew,",70
1869,,,Brazil,Celso Badin,,Entrevista Com o Surdo Gay (2004) ,0,"Celso Badin,Arnaldo Barbosa,Ricardo Cacozza Garcia,|,See full cast & crew,",0
1870,,"Southern Horizon Pictures,See more »,",USA,Jerry Cashman,,On the Market (2009) ,6.9,"Kerry Cashion,Gina Travis,John Rutland,|,See full cast & crew,",12
1871,,"Troma Team Video,See more »,",USA,,,"Mutantz, Nazis and Zombies (2013) ",4.4,"Crippler Criss,Werner Timm,Alexandra Rothert,|,See full cast & crew,",19
1872,"CAD 20,000","Atka Films,Atka Films,Atka Films,See more »,","Canada,France,Hungary",Attila,,Cold Side of the Pillow (2017) ,0,"Attila,Jennifer Huva,Kevin Richardson,|,See full cast & crew,",0
1873,,"Ozma Film-Kunst,See more »,",Israel,Nir Ne'eman,,Send Me an Angel (2003) ,7.0,"Yechiel Elkabetz,Asi Cogan,Hofesh Shechter,|,See full cast & crew,",34
1874,,,USA,Nate Osborne,,Don't Go to Strangers (2008) ,8.6,"La'Tresia Ashley,Deana J. Becker,Melanie Breaux,|,See full cast & crew,",5
1875,,"Independent Television Service (ITVS),Sugar Pictures,See more »,",USA,Meema Spadola,,Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents (2000) ,7.1,,36
1876,,"Cinémaginaire Inc.,See more »,",Canada,Denise Filiatrault,"$777,477,",Laura Cadieux... la suite (1999) ,5.3,"Jean-Guy Bouchard,Raymond Bouchard,Gregory Charles,|,See full cast & crew,",174
1877,"$250,000","Blue Sky Project,See more »,",USA,David B. Marshall,,Swimming with Lesbians (2009) ,8.0,,5
1878,,"Canadian Film or Video Production Tax Credit (CPTC),Canadian Independent Film and Video Fund,Canadian Television Fund,See more »,",Canada,Aerlyn Weissman,,Little Sister's vs. Big Brother (2002) ,7.0,"Jim Deva,Bruce Smythe,Knowlton Nash,|,See full cast & crew,",14
1879,,"Heymann Brothers Films,Lichtblick Film- und Fernsehproduktion (I),Westdeutscher Rundfunk (WDR),See more »,","Israel,Germany",Tomer Heymann,,I Shot My Love (2009) ,7.0,"Tomer Heymann,Zvi Heymann,Wieland Speck,",93
1880,,,USA,,,Lilly's Thorn (2009) ,6.7,"Bennett Clarkson,David Cooley,Joseph D. Durbin,|,See full cast & crew,",12
1881,,"Argentina Sono Film S.A.C.I.,Telefé International,See more »,","Argentina,Dominican Republic",Rodolfo Ledo,,Brigada explosiva: Misión pirata (2008) ,1.7,"Emilio Disi,Luciana Salazar,Gino Renni,|,See full cast & crew,",237
1882,,"Silex Films,La Parti Productions,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,See more »,",Belgium,Jérôme Le Maire,,Le grand'tour (2011) ,5.2,"Denis Burton,Chen Chenut,Pierre Fontaine,|,See full cast & crew,",29
1883,,"Rebel Without A Pause Productions,See more »,",USA,,,La Funcionaria Asesina (2009) ,6.6,"Mark Bego,Angie Bowie,Mary Beth Fish,|,See full cast & crew,",14
1884,,"Cui Zi DV Studio,Cuizi DV Studio,See more »,",China,Zi'en Cui,,Zhi tongzhi (2009) ,6.5,,41
1885,"$150,000",,USA,,,Soldier On: Life After Deployment (2016) ,0,,0
1886,"$5,000","Silica Street Productions,See more »,","USA,Cuba",Eliezer Pérez Angueira,,Free Havana (2012) ,6.7,,9
1887,"$50,000","Blue Seraph Productions,See more »,",USA,J.T. Tepnapa,,Begging for Shorts (2008) ,0,"Adam Browne,Marita de Lara,Travis Michael Holder,|,See full cast & crew,",0
1888,,,Germany,Moritz Seibert,,David im Wunderland (1998) ,8.0,"David Winter,Scott Larcher,Katharina Schütz,|,See full cast & crew,",44
1889,,"Esperanza Productions,See more »,",France,Yannick Delhaye,,Les mains déliées: À la recherche du cinéma gay israélien (2014) ,0,"Avital Barak,Yannick Delhaye,Eytan Fox,|,See full cast & crew,",0
1890,"$200,000","The Sugar Factory,See more »,",USA,Phil Messerer,,Thicker Than Water: The Vampire Diaries Part 1 (2008) ,6.6,"Devon Dionne,Eilis Cahill,JoJo Hristova,|,See full cast & crew,",101
1891,"$10,000","White Hair Productions,See more »,",USA,,,Maybe Tomorrow (2008) ,8.1,"Patrick Cavanagh,Sarah Morris,Kevin Roach,|,See full cast & crew,",17
1892,,,"Sweden,USA",,,Colors of the Rainbow (2009) ,0,"Mark Bonner,Jessica Persson,Jon Voss,",0
1893,,"Magic Head Film Production Co.,Universe Entertainment,See more »,",Hong Kong,Danny Pang,,Ah ma yau nan (2004) ,5.5,"Charlene Choi,Ekin Cheng,Kenny Bee,|,See full cast & crew,",198
