,name,year,genre,rate,voter,director,star,country,company,budget,gross
340,Three,(I) (2018)," Drama, Romance            ",0.0,0,A.R. Mavero,"Julian Gavilanes,Donnell E. Smith,Travis Bratten,|,See full cast & crew,",USA,"The Mavo,See more »,",,
341,My Girlfriend's Boyfriend,(1999)," Comedy, Romance            ",5.0,139,Kenneth Schapiro,"Sean Runnette,Debbie Gibson,Jill Novick,|,See full cast & crew,",USA,"Enlightenment Productions,See more »,",,
342,The Freediver,(2004)," Action, Adventure            ",7.5,"1,454",Alki David,"Alki David,Adam Baldwin,Camilla Rutherford,|,See full cast & crew,",UK,"Full On Film Productions (I),Persistent Entertainment,fresh media,See more »,","$5,000,000",
343,Straightlaced: How Gender's Got Us All Tied Up,(2009), Documentary            ,6.9,25,Debra Chasnoff,,USA,"GroundSpark,See more »,",,
344,Bi the Way,(2008), Documentary            ,6.1,108,,"Austin Head,J. Michael Bailey,Jennifer Bamgardner,|,See full cast & crew,",USA,,,
345,Xingxing xiangxi xi,(2008)," Drama, Sci-Fi            ",4.1,16,Zi'en Cui,"Bo Yu,Guifeng Wang,Xiwen Zhang,|,See full cast & crew,",China,"Cuizi DV Studio,See more »,",,
346,Das Trio,(1998)," Comedy, Crime, Romance            ",6.4,340,Hermine Huntgeburth,"Götz George,Christian Redl,Jeanette Hain,|,See full cast & crew,",Germany,"Arte,Next Film,Norddeutscher Rundfunk (NDR),See more »,","DEM 5,000,000",
347,More Than Friendship,(2013)," Drama, Romance            ",4.8,192,Timmy Ehegötz,"Michèle Fichtner,Holger Foest,Jakob Philipp Graf,|,See full cast & crew,",Germany,"Beyond Pictures,See more »,","€33,000",
348,Divin enfant,(2014), Comedy            ,4.9,88,Olivier Doran,"Émilie Dequenne,Sami Bouajila,Géraldine Pailhas,|,See full cast & crew,","France,Luxembourg,Belgium","Thelma Films,Iris Productions,Iris Films,See more »,",,
349,Pick Up the Mic,(2006), Documentary            ,8.2,76,Alex Hinton,"Aggracyst,Deadlee,Dutchboy,|,See full cast & crew,",USA,"Planet Janice Films,Rhino Films,See more »,",,
350,Thoth,(2002)," Documentary, Music            ",7.0,181,Sarah Kernochan,,USA,"Amateur Rabbit,See more »,",,
351,L'arbre et la forêt,(2010), Drama            ,6.7,173,,"Guy Marchand,Françoise Fabian,Sabrina Seyvecou,|,See full cast & crew,",France,"Maia Cinema,Les Films du Lendemain,Centre National de la Cinématographie (CNC),See more »,",,
352,Chronic,(2017), Drama            ,5.6,7,Mohamed Sabbah,"Charbel Kamel,Mohamad Al Khansa,Caroline Hatem,|,See full cast & crew,","Lebanon,Germany","Filmakademie Baden-Württemberg,Robert Bosch Stiftung,See more »,",,
353,Défense d'aimer,(2002), Drama            ,5.5,249,Rodolphe Marconi,"Rodolphe Marconi,Andrea Necci,Echo Danon,|,See full cast & crew,",France,"Centre National de la Cinématographie (CNC),See more »,",,"$4,075,"
354,Blind Target,(2000)," Adventure, Thriller, Action            ",3.1,150,Jesús Franco,"Rachel Sheppard,Tatiana Cohen,Oliver Dennis,|,See full cast & crew,","Spain,USA","One Shot Productions,See more »,",,
355,Shem,(2004), Drama            ,4.6,135,Caroline Roboh,"Asier Newman,Hadassah Hungar Diamant,Arturo Brachetti,|,See full cast & crew,","Israel,UK","BIF Productions,Visual Factory,See more »,",,"$14,804,"
356,The Ski Trip,(2004)," Comedy, Romance            ",5.5,135,Maurice Jamal,"Liz Beckham,Will Blagrove,Cassandra Cruz,|,See full cast & crew,",USA,,,
357,Apo thavma,(2010), Drama            ,6.3,40,Marinos Kartikkis,"Eliza Patsalidou,Giorgos Hatzikyriakou,Lefteris Salomidis,|,See full cast & crew,",Cyprus,"A.B. Seahorse Films,AMP Filmworks,Cyprus Film Advisory Board,See more »,",,
358,Flirting with Anthony,(2005)," Romance, Thriller            ",1.9,313,Christian Calson,"Daniel Cartier,Lowe Cunningham,Ryan A. Allen,|,See full cast & crew,",USA,"Bruiser Films LLC,See more »,",,
359,Nincsen nekem vágyam semmi,(2000), Drama            ,5.8,143,Kornél Mundruczó,"Ervin Nagy,Roland Rába,Martina Kovács,|,See full cast & crew,",Hungary,,,
360,Late Fragment,(2007), Drama            ,6.4,54,,"Benz Antoine,Jerry Azzopardi,Marc Bendavid,|,See full cast & crew,",Canada,"Canadian Film Centre (CFC),National Film Board of Canada (NFB),See more »,","CAD 1,000,000",
361,Billy Shakespeare,(2014)," Comedy, Romance            ",7.8,20,Deborah Voorhees,"Jason D. Johnson,Catharine E. Jones,Phillip David Collins,|,See full cast & crew,",USA,"Billy Shakespeare Project,See more »,","$80,000",
362,Tigerstreifenbaby wartet auf Tarzan,(1998), Drama            ,6.3,70,Rudolf Thome,"Herbert Fritsch,Valeska Hanel,Cora Frost,|,See full cast & crew,",Germany,"Moana-Film,Westdeutscher Rundfunk (WDR),See more »,",,
363,Nonsense Revolution,(2008)," Comedy, Drama            ",6.5,96,Ann Verrall,"Anastasia Phillips,Alex House,Gregory Penney,|,See full cast & crew,",Canada,"Emotion Pictures,See more »,",,
364,Gay Positive,(2014), Documentary            ,7.4,7,A.J. Mattioli,"Rutanya Alda,Blanche Baker,Jim Colucci,|,See full cast & crew,",USA,"Mattioli Productions,See more »,","$40,000",
365,Wake Up Alone,(2017), Drama            ,0.0,0,Rathan Krueger,"Anita Nicole Brown,Anne-Marie Christine,Ferria Gong,|,See full cast & crew,",USA,"Darkness Opera,See more »,",,
366,Six Sex Scenes and a Murder,(2008)," Crime, Mystery            ",4.3,72,Julie Rubio,"Amy Jo Brogan,Clyde J. Bruff,Isbella Calderon,|,See full cast & crew,",USA,"East Meets West Productions,See more »,","$400,000",
367,Isola: Tajuu jinkaku shôjo,(2000)," Action, Drama, Horror            ",5.4,260,Toshiyuki Mizutani,"Yoshino Kimura,Yû Kurosawa,Ken Ishiguro,|,See full cast & crew,",Japan,,,
368,Amic/Amat,(1999), Drama            ,6.8,388,Ventura Pons,"Josep Maria Pou,Rosa Maria Sardà,Mario Gas,|,See full cast & crew,",Spain,"Els Films de la Rambla,Televisión Española (TVE),Canal+ España,See more »,","ESP 150,000,000",
369,El sueño de Ibiza,(2002)," Drama, Romance            ",5.2,175,Igor Fioravanti,"Adrià Collado,Paco Marín,Adriana Domínguez,|,See full cast & crew,",Spain,"La Perifèrica Produccions S.L.,Maestranza Films,See more »,",,
370,Bachelor,(2016), Comedy            ,0.0,0,Lewis Peet,"Maximillian King,Oli Higginson,Ziggy Luz,|,See full cast & crew,",UK,"Nineties Kid Productions,See more »,",£500,
371,Why Be Good? Sexuality & Censorship in Early Cinema,(2007)," Documentary, History            ",5.9,108,Elaina Archer,"Diane Lane,Chris Basinger,Jeanine Basinger,|,See full cast & crew,",USA,"A&F Productions,Playboy Enterprises,See more »,",,
372,Miente,(2009)," Drama, Mystery, Thriller            ",5.8,77,Rafi Mercado,"Oscar H. Guerrero,Mariana Santangelo Goldman,Frank Perozo,|,See full cast & crew,","Puerto Rico,Dominican Republic","Isla Films,See more »,",,
373,Quanto Dura o Amor?,(2009)," Drama, Romance            ",6.3,133,Roberto Moreira,"Maria Clara Spinelli,Sílvia Lourenço,Danni Carlos,|,See full cast & crew,",Brazil,"Coração da Selva,See more »,",,
374,Rizoto,(2000)," Comedy, Drama, Romance            ",3.9,337,Olga Malea,"Anna Mascha,Dimitra Matsouka,Kleon Gregoriadis,|,See full cast & crew,",Greece,"Antenna TV,Papandreou A.E.,Plenman Enterprises,See more »,",,
375,Verde verde,(2012), Drama            ,5.8,31,Enrique Pineda Barnet,"Héctor Noas,Carlos Miguel Caballero,Farah Maria,|,See full cast & crew,","Cuba,Spain","Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),Malas Compañías P.C. S.L.,See more »,",,
376,Luma,(I) (2015), Drama            ,5.3,7,Silvia Rietdorff,"Melanie Isakowitz,Anja Ressmer,Dirk Talága,|,See full cast & crew,",Germany,"Platura,See more »,","€25,000",
377,Southwest,(I) (2013)," Action, Crime, Drama            ",7.2,100,Shawn Lecrone,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",USA,"Wanted Dead Pictures,See more »,","$65,000",
378,Totally Confused,(1998), Comedy            ,5.7,162,,"Greg Pritikin,Gary Rosen,Jackie Katzman,|,See full cast & crew,",USA,,,
379,The Private Public,(2001)," Comedy, Drama            ",4.1,62,Dana Altman,"Traci Bingham,David Burns,Jason Cornwell,|,See full cast & crew,",USA,"North Sea Films,See more »,",,
380,Paname,(2010)," Drama, Romance            ",6.5,13,Alessandro Avellis,"Nicolas Villena,Clémence Beauxis,Tom Hénin,|,See full cast & crew,",France,,,
381,Three of Hearts: A Postmodern Family,(2004), Documentary            ,7.1,166,Susan Kaplan,"Sam Cagnina,Steven Margolin,Samantha Singh,",USA,"Bravo Cable,Cactus Three,See more »,",,"$19,738,"
382,Blue,(II) (2002)," Drama, Romance            ",6.4,260,Hiroshi Ando,"Mikako Ichikawa,Manami Konishi,Asami Imajuku,|,See full cast & crew,",Japan,"Blue Production Partnership,Eisei Gekijo,Kobi Co.,See more »,",,
383,Hua wei mei,(2011)," Drama, Romance            ",5.1,62,François Chang,"Nranus Chen,Jason Lau,Hayden Leung,|,See full cast & crew,",China,,"€3,000",
384,Sono positivo,(1999)," Comedy, Drama            ",6.1,71,Cristiano Bortone,"Giovanni Esposito,Cristina Liberati,Paolo Sassanelli,|,See full cast & crew,",Italy,"Boccia Film,Orisa Produzioni,Pasquino,See more »,",,
385,5 sehat 4 sempurna,(2002), Comedy            ,6.0,27,Richard Buntario,"Fathir Muchtar,Rena Tabitha,Indra Bekti,|,See full cast & crew,",Indonesia,,,
386,Speak Like a Child,(1998)," Comedy, Drama, Romance            ",7.4,68,John Akomfrah,"Cal MacAninch,Richard Mylan,Rachel Fielding,|,See full cast & crew,",UK,"British Film Institute (BFI),Leda Serene Films,See more »,",,
387,Finding Me: Truth,(2011)," Drama, Romance            ",5.8,34,Roger S. Omeus Jr.,"Josh Breckenridge,Derrick L. Briggs,Bry'Nt,|,See full cast & crew,",USA,"OmeProductions,See more »,",,
388,Vagón fumador,(2001), Drama            ,5.3,221,Verónica Chen,"Cecilia Bengolea,Leonardo Brzezicki,Adrián Fondari,|,See full cast & crew,",Argentina,"Ezeiza Films,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Serene Skylight,See more »,",,"$11,536,"
389,Both,(2005), Documentary            ,6.5,31,Lisset Barcellos,"Fabrizio Aguilar,Ximena Ameri,Pablo Barcellos,|,See full cast & crew,",USA,"Solaris Films,See more »,","$150,000",
390,Free Havana,(2012), Documentary            ,6.7,9,Eliezer Pérez Angueira,,"USA,Cuba","Silica Street Productions,See more »,","$5,000",
391,Dangerous Living: Coming Out in the Developing World,(2003)," Comedy, Drama, Romance            ",7.3,134,John Scagliotti,"Janeane Garofalo,Maher Sabry,",USA,,,
392,Broken Gardenias,(2014), Documentary            ,5.9,35,Kai Alexander,"Alma S. Grey,A. Jack Morocco,Caroline Heinle,|,See full cast & crew,",USA,"Zep Tepi Films,See more »,",,
393,Ten More Good Years,(2007), Documentary            ,8.6,10,Michael Jacoby,"Harry Bartron,Harry Bartron,James Bidgood,|,See full cast & crew,",USA,"LookOut Films,See more »,","$200,000",
394,Du ska nog se att det går över,(2003), Drama            ,6.5,161,Cecilia Neant-Falk,"Eva Dahlgren,Natalie Durbeej,Kronprinsessan Victoria,|,See full cast & crew,",Sweden,"Riot Reel AB,APS,Kinotar,See more »,",,
395,Suicide Service,(2017)," Drama, Fantasy, Mystery            ",7.9,25,Thorkell August Ottarsson,"Tor Itai Keilen,Nick Faust,Camilla Gunnerud,|,See full cast & crew,",Norway,"Gloomy Elk,See more »,","$5,000",
396,Cherry,(I) (2009), Documentary            ,4.8,16,Matt Burgess,"Jasper Marlow,Georgina Lloyd,James Selles,|,See full cast & crew,",Australia,,,
397,We can Be Gay Today: Baltic Pride 2013,(2014)," Documentary, Family, History            ",7.3,10,,,"France,Lithuania","Sticky Notes Films,See more »,","€3,000",
398,Purple Skies,(2014)," Drama, Romance            ",7.2,11,Sridhar Rangayan,"Sonal Giani,Anand Grover,Prashansa Gurung,|,See full cast & crew,",India,"PSBT,Solaris Pictures,See more »,",,
399,Gu lian hua,(2005)," Comedy, Drama, Romance            ",6.8,80,Jui-Yuan Tsao,"Anita Yuen,Angelica Lee,Shu-shen Hsiao,|,See full cast & crew,",Taiwan,,,
400,Curiosity Killed the Cat,(2012), Comedy            ,8.4,5,A.J. Mattioli,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",USA,"Mattioli Productions,Dreamcatcher Entertainment,See more »,","$20,000",
401,The D Word,(2005)," Comedy, Drama, Romance            ",6.3,26,,"Stephen Alexander,Tony Arnaud,Michele Balan,|,See full cast & crew,",USA,"The D Word LLC,See more »,","$150,000",
402,Maple Palm,(2006)," Comedy, Drama            ",1.5,304,Ralph Torjan,"Deborah Stewart,Taymour Ghazi,Andrea Carvajal,|,See full cast & crew,",USA,"FATfilms LLC,See more »,","$500,000",
403,So Long Suburbia,(2016), Documentary            ,0.0,0,Samuel Shanahoy,"Aliza Bosa,Sorrel Corvid,Tuesday Ferguson,|,See full cast & crew,",Canada,,"CAD 1,000",
404,WebCam Boys,(2001), Drama            ,4.6,21,,"Zack Allen,Ant,Cody & Cory,|,See full cast & crew,",USA,,,
405,El derecho de Jesús - The Right of Jesús,(2008), Documentary            ,3.8,15,Jesús Galindo,"Antonio Rufino,Guadalupe Alarcon,William Colvin,|,See full cast & crew,",USA,"Galindo Productions,See more »,","$20,000",
406,13 Genders,(2004), Drama            ,8.2,5,Cyra K. Polizzi,"Richard Paro,Marcus Peterson,Katie Knutson,|,See full cast & crew,",USA,"Full Voice,See more »,",,
407,Listening to Rain,(2012), Romance            ,6.6,5,Joshua Good,"Erica Gonzales,Samantha Rakell,Katie Stewart,|,See full cast & crew,",USA,"Joshua Tree Creative,See more »,",,
408,Little Fishes,(2014)," Documentary, Drama, Family            ",0.0,0,Alexia Anastasio,"Alexia Anastasio,Max Cutler,James Tyler Johnson,|,See full cast & crew,",USA,"I Believe Productions,See more »,",,
409,Hello Stranger,(I) (2014), Drama            ,0.0,0,Thomas Ammann,,Switzerland,,,
410,Así,(2005), Drama            ,5.9,59,Jesús Mario Lozano,"Roberto García Suárez,Oliver Cantú Lozano,Berenice Almaguer,|,See full cast & crew,",Mexico,"Xul Producciones,See more »,","$250,000",
411,Iglú,(2013), Drama            ,6.3,48,Diego Ruiz,"Diego Ruiz,Alessandra Guerzoni,Camila Hirane,|,See full cast & crew,",Chile,"Storyboard Media,Creative Content,See more »,","$150,000",
412,Fremde Freundin,(1999), Documentary            ,5.3,30,Anne Høegh Krohn,"Dirk Borchardt,Inga Busch,Markus Böttcher,|,See full cast & crew,",Germany,"Deutsche Film- und Fernsehakademie Berlin (DFFB),Moneypenny Filmproduktion GmbH,Zweites Deutsches Fernsehen (ZDF),See more »,",,
413,Brother Born Again,(2001), Drama            ,6.8,54,Julia Pimsleur,"Julia Pimsleur,Katy Chevigny,Lucas Clark,|,See full cast & crew,",USA,"Arts Engine,Big Mouth Productions,See more »,",,
414,Desperate bekjentskaper,(1998)," Documentary, Biography, Music            ",4.8,73,Svend Wam,"Anders Dale,Janic Heen,Bjarte Hjelmeland,|,See full cast & crew,",Norway,"Mefistofilm A/S,See more »,",,
415,Joaquin La Habana - LebenZwischenWelten,(2014), Documentary            ,0.0,0,Bernhard P. Beutler,,"Germany,USA","Filmriss,See more »,",,
416,Before Homosexuals,(2017), Drama            ,0.0,0,John Scagliotti,"Janet Afary,Laetitia Andrieu,Susan Bonthron,|,See full cast & crew,",USA,"After Stonewall,See more »,",,
417,Mo yan ka sai,(2000), Documentary            ,6.6,106,Lawrence Ah Mon,"Angela Au,Man Sze Au,Wing Yin Cheung,|,See full cast & crew,",Hong Kong,"Mei Ah Films Production Co. Ltd.,Milky Way Image Company,See more »,",,
418,Pier Kids: The Life,(2015)," Biography, Comedy, Drama            ",0.0,0,Elegance Bratton,"Krystal Dixon,DeSean Irby,Krystal LaBeija,|,See full cast & crew,",USA,,"$43,050",
419,Peter Pandrew,(2015), Documentary            ,0.0,0,Andrew Cristi,"Marcus Acosta,Madeline Anthony,Hamid Castro,|,See full cast & crew,",USA,"Peter Pandrew Production,See more »,","$20,000",
420,"Many People, Many Desires",(2007), Drama            ,0.0,0,T. Jayashree,,India,,,
421,Entrada y Salida,(2012), Drama            ,0.0,0,,"Enrique Abasolo,Alejandro Blanco,Josue Corona,|,See full cast & crew,",Mexico,"Sindicato Visual,See more »,","MXN 15,000",
422,Kumpisal,(2007), Documentary            ,0.0,0,Ihman Esturco,"Josh Ivan Morales,Will Sandejas,",Philippines,"Artists Entertainment,See more »,",,
423,Sexuality the Documentary,(2001), Documentary            ,0.0,0,Florence Vinger,"Reg Ranyard,Jeff Shevlowitz,Jenny Shimizu,|,See full cast & crew,",USA,"Stretch Productions,See more »,","$60,000",
424,Habana Libre,(2006), Documentary            ,0.0,0,Eliezer Pérez Angueira,,"Cuba,USA","Al Pecho Producciones,Silica Street Productions,See more »,",$200,
425,Coming out po polsku,(2011), Documentary            ,0.0,0,,,Poland,"Ragusa Film,See more »,",,
426,Dancing on Pearls,(1998), Documentary            ,8.0,6,K. Brent Hill,,USA,,,
427,Lead with Love: A Documentary Film by Logan Lynn,(2017),,0.0,0,Logan Lynn,"Logan Lynn,Tim Smith,Dawn Menken,",USA,"PCM Productions,See more »,","$15,000",
