,budget,company,country,director,gross,name,rate,star,voter
1037,,"Peccadillo Pictures,See more »,","USA,UK,Ireland,France,Germany",,,Girls on Film: The First Date (2014) ,0,"Elaine Blair,Lauren Dempsie,Vince Docherty,|,See full cast & crew,",0
1038,,,USA,Mark Jensen,,Kink Crusaders (2011) ,6.6,"Lambodara Das,John Pendal,",34
1039,,"Good Harvest Unlimited,See more »,",Philippines,Rico Maria Ilarde,,Dugo ng birhen: El kapitan (1999) ,4.7,"Monsour Del Rosario,Klaudia Koronel,Mark Gil,|,See full cast & crew,",12
1040,,,Japan,Takuro Nakamura,,Seihokusei (2015) ,5.4,"Hanae Kan,Sahel Rosa,Yûka Yamauchi,",5
1041,"€300,000","Arte,D&D Film & TV,MementoFilm,See more »,",Germany,Sathyan Ramesh,,Schöne Frauen (2004) ,6.5,"Floriane Daniel,Julia Jäger,Caroline Peters,|,See full cast & crew,",196
1042,"$45,000","Yellow Wing Productions,See more »,",USA,Ky Dickens,,Fish Out of Water (2009) ,4.9,"Terri Abbott,James Bankston,Ryan Barrett,|,See full cast & crew,",253
1043,"$2,000,000","Blue Thunder Films,On Deck Productions,Pendulum Productions,See more »,",USA,James D. Deck,,Pendulum (2001) ,4.5,"Rachel Hunter,James Russo,Matt Battaglia,|,See full cast & crew,",338
1044,,"GroundSpark,See more »,",USA,Debra Chasnoff,,Straightlaced: How Gender's Got Us All Tied Up (2009) ,6.9,,25
1045,,"Balthazar Productions,France 3 Cinéma,Need Productions,See more »,","France,Belgium,Spain,Switzerland",Delphine Gleize,"$2,546,747,",Carnages (2002) ,6.2,"Chiara Mastroianni,Ángela Molina,Raphaëlle Molinier,|,See full cast & crew,",665
1046,"$100,000","SGL Entertainment,Satania 6 Films,See more »,",USA,Damien Dante,,Jezebeth (2011) ,2.4,"Bree Michaels,Katie Auerbach,Colleena Corrigan,|,See full cast & crew,",60
1047,"$50,000","Parliament Film Collective,See more »,",USA,Cheryl Dunye,,The Owls (2010) ,4.7,"Deak Evgenikos,Guinevere Turner,V.S. Brodie,|,See full cast & crew,",90
1048,"$72,000","Jenni Olson Productions,See more »,",USA,Jenni Olson,,The Royal Road (2015) ,6.4,"Tony Kushner,Jenni Olson,",55
1049,,"IMJ Entertainment,See more »,",USA,Jeanette L. Buck,,Out of Season (1998) ,6.0,"Laura Carson,Rusty Clauss,Nancy Daly,|,See full cast & crew,",138
1050,,,USA,,,Channel Island Girls (1999) ,4.3,,10
1051,,"Schnaas Film,See more »,",Germany,Andreas Schnaas,,Don't Wake the Dead (2008) ,3.1,"Ralph Fellows,Sonja Kerskes,Fiana de Guzman,|,See full cast & crew,",203
1052,"$17,000","FilmWorks7,See more »,",USA,Sara Millman,,Robin's Hood (2003) ,5.6,"Clody Cates,Khahtee V. Turner,Justin Harrison,|,See full cast & crew,",61
1053,"CAD 3,700","RickMoe Productions,See more »,",Canada,Richard Mogg,,Easter Bunny Bloodbath (2010) ,4.1,"Shayan Bayat,Meghan Kinsley,Travis Turner,|,See full cast & crew,",121
1054,,"Alma Ata International Pictures S.L.,Antena 3 Televisión,Buena Vista International Films Productions,See more »,","Spain,Argentina",Marcos Carnevale,,Almejas y mejillones (2000) ,4.9,"Leticia Brédice,Jorge Sanz,Antonio Gasalla,|,See full cast & crew,",248
1055,"JPY 500,000","Visceral Psyche Films,See more »,","Australia,Japan",Hamish Downie,,Kodokushi (2018) ,0,"Qyoko Kudo,Tomoko Hayakawa,Felicity Tillack,|,See full cast & crew,",0
1056,"$1,000,000","Cthulhu Blues Productions,Red Scream Films,Reel Heroine,See more »,","USA,Canada",,,Scarlet Samurai: Incarnation (2013) ,4.6,"Tara Cardinal,Alicen Holden,Christian Boeving,|,See full cast & crew,",44
1057,,"Adlabs Films,BMG-Crescendo,Tropicfilm,See more »,",India,Dev Benegal,,Split Wide Open (1999) ,6.4,"Rahul Bose,Laila Rouass,Shivaji Satam,|,See full cast & crew,",211
1058,,"Cosmopolitan Pictures,See more »,",Canada,Ileana Pietrobruno,,Girl King (2002) ,6.5,"Chrystal Donbrath-Zinga,Michael-Ann Connor,Raven Courtney,|,See full cast & crew,",55
1059,,"MF Films,See more »,",New Zealand,Garth Maxwell,"$3,242,",When Love Comes (1998) ,6.0,"Rena Owen,Dean O'Gorman,Simon Prast,|,See full cast & crew,",328
1060,,"Lurid Entertainment,See more »,",USA,Wayne Alan Harold,,Townies (1999) ,4.5,"P. Craig Russell,Lori Scarlett,Jeremy Maes,|,See full cast & crew,",138
1061,,"Planet Janice Films,Rhino Films,See more »,",USA,Alex Hinton,,Pick Up the Mic (2006) ,8.2,"Aggracyst,Deadlee,Dutchboy,|,See full cast & crew,",76
1062,,"Canal+ España,Fiesta, La,Sociedad General de Televisión (Sogetel),See more »,",Spain,Jaime Chávarri,,Besos para todos (2000) ,5.9,"Emma Suárez,Eloy Azorín,Roberto Hoyas,|,See full cast & crew,",324
1063,"$5,000","Brothers of the Order,Corporations Unlimited,See more »,",USA,Morey Fineburgh,,Anus Magillicutty (2003) ,2.6,"Lloyd Garner III,Paige Abbott,Joe Hall,|,See full cast & crew,","3,504"
1064,,"Alhena Films,Elzévir Films,Glozel-P. Goter,See more »,","Spain,France,Switzerland",Stéphane Giusti,,Pourquoi pas moi? (1999) ,6.6,"Amira Casar,Julie Gayet,Bruno Putzulu,|,See full cast & crew,",771
1065,"$987,850","Galactic Pictures (II),Stage Left Productions,Beyond L.A. Productions LLC,See more »,",USA,Pat Kerby,,Siren (2006) ,4.8,"Erin Gray,Michele Fiore-Kaime,Gary Graham,|,See full cast & crew,","1,794"
1066,,"Egg Films,See more »,",South Korea,Mu-yeong Lee,,Cheoleobtneun anaewa paramanjanhan nampyeon geurigo taekwon sonyeo (2002) ,5.4,"Hyo-Jin Kong,Eun-ji Jo,Kwang-il Choi,|,See full cast & crew,",131
1067,"CAD 300,000","Movie Seals Productions,See more »,",Canada,Christian Viel,,Recon 2023: The Gauda Prime Conspiracy (2009) ,3.1,"Andy Bradshaw,Deke Richards,Heidi Hawkins,|,See full cast & crew,",125
1068,,,Germany,Angelina Maccarone,,Alles wird gut (1998) ,7.0,"Kati Stüdemann,Chantal De Freitas,Isabella Parkinson,|,See full cast & crew,",154
1069,,"Dubini Filmproduktion,Tre Valli Filmproduktion,Artcam Nederland,See more »,","Germany,Switzerland,Netherlands",,,Die Reise nach Kafiristan (2001) ,6.2,"Jeanette Hain,Nina Petri,Monika Arnó,|,See full cast & crew,",304
1070,,,USA,Jeff Dupre,"$8,688,",Out of the Past (1998) ,6.9,"Stephen Spinella,Gwyneth Paltrow,Cherry Jones,|,See full cast & crew,",167
1071,"€1,490,000","Juonifilmi,See more »,",Finland,Perttu Leppä,,8 päivää ensi-iltaan (2008) ,5.4,"Laura Birn,Mikko Leppilampi,Iina Kuustonen,|,See full cast & crew,",492
1072,"CAD 3,800,000",,Canada,Guylaine Dionne,,Serveuses demandées (2008) ,5.2,"Clara Furey,Janaina Suaudeau,Anne Dorval,|,See full cast & crew,",125
1073,"€1,000,000","Fisher King Production,See more »,",Finland,Esa Illi,,Toiset tytöt (2015) ,6.0,"Ida Vakkuri,Bahar Tokat,Misa Lommi,|,See full cast & crew,",140
1074,,"Frame100r,Love.FRAME,Love.FRAME,See more »,",Czech Republic,Jan Hrebejk,,Zakázané uvolnení (2014) ,5.6,"Zuzana Stavná,Jana Stryková,Hana Vagnerová,|,See full cast & crew,",103
1075,,"Tesela Producciones Cinematográficas,See more »,",Spain,,,Pudor (2007) ,5.9,"María Florentina Antón,Celso Bugallo,Joaquín Climent,|,See full cast & crew,",328
1076,,,USA,Matt Livadary,,Queens & Cowboys: A Straight Year on the Gay Rodeo (2014) ,6.5,,152
1077,,"Earl Minfield OmniMedia,MoJAM Entertainment,See more »,",USA,Maurice Jamal,,Friends & Lovers: The Ski Trip 2 (2008) ,6.5,"Maurice Jamal,John Rankin,Daren Fleming,|,See full cast & crew,",15
1078,,"Factory Films,GMF,RAI Radiotelevisione Italiana,See more »,",Italy,Salvatore Maira,,Amor nello specchio (1999) ,6.3,"Anna Galiena,Peter Stormare,Simona Cavallari,|,See full cast & crew,",60
1079,,"Cinética Filmes e Produções,See more »,",Brazil,,,A Cartomante (2004) ,4.2,"Deborah Secco,Luigi Baricelli,Ilya São Paulo,|,See full cast & crew,",149
1080,,"Scorpio Pictures,See more »,",USA,,,Carmilla (1999) ,5.2,"Stacia Crawford,Marina Morgan,Bootsie Cairns,|,See full cast & crew,",26
1081,,"Monolake Media,See more »,",USA,Chase Lisbon,,We Must Remain the Wildhearted Outsiders (2014) ,6.8,"Amanda Pemberton,Lauren W.K.,Mosh,|,See full cast & crew,",37
1082,,"Irusoin,Moriarti Produkzioak,See more »,",Spain,,,80 egunean (2010) ,7.2,"Itziar Aizpuru,Mariasun Pagoaga,José Ramón Argoitia,|,See full cast & crew,",434
1083,,,Israel,Shahar Rozen,,Round Trip (2003) ,5.7,"Anat Waxman,Eyal Rozales,Nthati Moshesh,|,See full cast & crew,",201
1084,,"Hyena Films,See more »,","USA,Germany",Monika Treut,"$7,358",Gendernauts - Eine Reise durch die Geschlechter (1999) ,5.7,"Susan Stryker,Texas Tomboy,Annie Sprinkle,|,See full cast & crew,",123
1085,,"Buttin Face Pictures,Rebel Planet Pictures,See more »,",USA,Alexandra King,,Red Lipstick (2000) ,7.2,"Steven Polito,Miss Understood,Debbie Harry,|,See full cast & crew,",47
1086,,"One Shot Productions,See more »,","Spain,USA",Jesús Franco,,Blind Target (2000) ,3.1,"Rachel Sheppard,Tatiana Cohen,Oliver Dennis,|,See full cast & crew,",150
1087,,"Cynical Boy Productions,See more »,",USA,Kieran Turner,,24 Nights (1999) ,6.4,"Kevin Isola,Aida Turturro,Stephen Mailer,|,See full cast & crew,",307
1088,,"On the Fly Productions,See more »,",USA,,,Vampire Lesbian Kickboxers (2004) ,7.5,"Diana DeLaCruz,Lisa Jane Lukies,Mark Ehrlich,|,See full cast & crew,",97
1089,,,Egypt,Enas El-Degheidy,,Mothakerat morahkah (2001) ,3.8,"Ahmed Ezz,Hind Sabri,Muhammad Ragab,|,See full cast & crew,",243
1090,,"Is.Field,See more »,",Japan,Akiyoshi Imazeki,,Laika (2017) ,0,,0
1091,,"C-Hundred Film Corporation,See more »,",USA,Kyle Henry,,Fourplay (2012) ,6.7,"Christeene,Gary Chason,Danielle Rene,|,See full cast & crew,",53
1092,"$250,000","Blue Carioca Entertainment,See more »,",USA,Steve Becker,,Manhattan Minutiae (2016) ,5.3,"Chris Elwood,Linda Shing,Eddie Daniels,|,See full cast & crew,",18
1093,,"Acheron International,See more »,",Canada,Joseph D. Clark,,Bikini Party Massacre (2002) ,2.6,"Joseph D. Clark,Rockford Varcoe,Peter Mehren,|,See full cast & crew,",198
1094,,"Picture Perfect Productions,LAF Entertainment,See more »,",USA,Don E. FauntLeRoy,,Seven Days of Grace (2006) ,4.1,"Stephanie Beacham,Ria Coyne,Lesley-Anne Down,|,See full cast & crew,",67
1095,,"Testament Film,See more »,",Serbia,Milos 'Misa' Radivojevic,,Odbacen (2007) ,7.1,"Svetozar Cvetkovic,Aleksandra Jankovic,Ljiljana Medjesi,|,See full cast & crew,",87
1096,,,USA,Daniel Peddle,,The Aggressives (2005) ,6.6,"Marquise Balenciaga,Kisha Batista,",173
1097,,"Casey Yip Productions,One Shot Productions,See more »,",USA,Jesús Franco,,Helter Skelter (2000) ,5.3,"Mavi Tienda,Lina Romay,Exequiel Caldas,|,See full cast & crew,",83
1098,,"Colonia Media Filmproduktions GmbH,Zweites Deutsches Fernsehen (ZDF),See more »,",Germany,Judith Kennel,,Liebe und Verlangen (2003) ,6.8,"Katja Flint,Natalia Wörner,Hannes Hellmann,|,See full cast & crew,",33
1099,"$35,000","Tel Aviv University Film & Television Department,See more »,",Israel,Tamar Glezerman,,The Other War (2008) ,5.7,"Keren Berger,Orit Zafran,Hen Yanni,|,See full cast & crew,",17
1100,,"Quidam Studios,Red Society Film,See more »,",Taiwan,Hung-i Chen,,Hua chi le na nv hai (2008) ,5.4,"Josephine A. Blankstein,Cheer Chen,Yang-kun Chen,|,See full cast & crew,",285
1101,,"Maverick Motion,See more »,",UK,,,Sea Without Shore (2015) ,6.2,"Livia Rangel,Fernanda Lippi,Anna Mesquita,|,See full cast & crew,",13
1102,"$1,200,000","Open City Entertainment,Open City Films,What's Up Scarlet LLC,See more »,",USA,Anthony Caldarella,,"What's Up, Scarlet? (2005) ",6.1,"Susan Priver,Sally Kirkland,Musetta Vander,|,See full cast & crew,",127
1103,,"Offshore,TPS Star,CinéCinéma,See more »,",France,Guy Mazarguil,,L'art de séduire (2011) ,5.9,"Mathieu Demy,Julie Gayet,Valérie Donzelli,|,See full cast & crew,",138
1104,,,USA,Maurice Jamal,,The Ski Trip (2004) ,5.5,"Liz Beckham,Will Blagrove,Cassandra Cruz,|,See full cast & crew,",135
1105,,"Cine Bazar,See more »,",Japan,Kaze Shindô,,Love/Juice (2000) ,6.3,"Mika Okuno,Chika Fujimura,Toshiya Nagasawa,|,See full cast & crew,",182
1106,"$10,000",,USA,Daniel Lee,,Journeyman (2005) ,5.4,"Reggie Bannister,Joan Blackburn,John Paul Bodner,|,See full cast & crew,",28
1107,,"Central Motion Pictures,Zoom Hunt International Productions,See more »,",Taiwan,Kuo-Fu Chen,"$20,267",Zheng hun qi shi (1998) ,7.2,"Rene Liu,Wu Bai,Chao-jung Chen,|,See full cast & crew,",479
1108,,,Thailand,,,Tua note krasib rak (2013) ,0,"Dujdao Duangpradub,Pang Orn-Uma,",0
1109,,"One Shot Productions,See more »,",USA,Jesús Franco,,Dr. Wong's Virtual Hell (1999) ,2.8,"Jesús Franco,Analía Ivars,Howard Vernon,|,See full cast & crew,",120
1110,,,USA,Yen Tan,,Happy Birthday (2002) ,5.8,"Benjamin Patrick,Michelle E. Michael,John K. Frazier,|,See full cast & crew,",97
1111,"$100,000","Von Piglet Sisters,See more »,",USA,Sue Corcoran,"$11,798,",Gory Gory Hallelujah (2003) ,4.4,"Jeffrey Gilbert,Tim Gouran,Todd Licea,|,See full cast & crew,",197
1112,"$5,000,000","China Star Entertainment,One Hundred Years of Film Company,Icon Pictures,See more »,",Hong Kong,,,Chuet sai hiu bra (2001) ,6.1,"Ching Wan Lau,Louis Koo,Carina Lau,|,See full cast & crew,",466
1113,,"Avex Entertainment,See more »,",Japan,Haruna Kawakami,,Girls Love (2009) ,0,"Rihoko Shimomiya,Mitsuki Ôishi,Sayaka Taniguchi,",0
1114,,,Spain,Marta Balletbò-Coll,,Sévigné (2004) ,7.0,"Anna Azcona,Marta Balletbò-Coll,Josep Maria Pou,|,See full cast & crew,",88
1115,,"Alpha Studios,See more »,",USA,Ricardo Islas,,Night Fangs (2005) ,3.8,"Leslie Frank,Cyn Dulay,Ricardo Islas,|,See full cast & crew,",223
1116,"$160,000","True Stories Project LLC,See more »,",USA,Drew Emery,,Inlaws & Outlaws (2005) ,8.8,,92
1117,"$2,000,000","Salty Features,Nuit Blanche Productions,Cho Taussig Productions,See more »,",USA,Lorene Machado,,Bam Bam and Celeste (2005) ,5.5,"Margaret Cho,Wayne Federman,Elaine Hendrix,|,See full cast & crew,",245
1118,,"Blue Butterfly Productions,See more »,",USA,Faith Trimel,,Family (2008) ,7.9,"Leslie Gilliam,Nikki Klecha,Fadhia Carmelle Marcelin,|,See full cast & crew,",46
1119,,"LeisureSuit Media,See more »,",USA,Kerry Douglas Dye,,Ultrachrist! (2003) ,4.5,"Jonathan C. Green,Celia A. Montgomery,Samuel Bruce Campbell,|,See full cast & crew,",262
1120,,"Filling the Gap Productions,See more »,",USA,Angela Evers Hughey,,An Intimate Friendship (2000) ,4.0,"Lisel M. Gorell,Stacy Marr,Rini Starkey,|,See full cast & crew,",160
1121,,"Indyssey Entertainment,Weinberg Entertainment,See more »,",USA,Tanya Fenmore,,The Sterling Chase (1999) ,5.5,"Andrea Ferrell,John Livingston,Irene Ng,|,See full cast & crew,",191
1122,,"Wap Media,BD Cine,See more »,",Argentina,Santiago García,,Lesbianas de Buenos Aires (2004) ,6.8,,79
1123,,"Iris Star,See more »,",Spain,Miquel García Borda,,Todo me pasa a mí (2001) ,6.8,"Javier Albalá,Jordi Collet,Lola Dueñas,|,See full cast & crew,",49
1124,,,Israel,,,Undressing Israel: Gay Men in the Promised Land (2012) ,7.5,"Mickey Gitzen,Nitzan Horowitz,Tzipi Livni,|,See full cast & crew,",33
1125,,"MTL Maxfilm,See more »,",Poland,Piotr Weresniak,,"Och, Karol 2 (2011) ",4.3,"Piotr Adamczyk,Malgorzata Socha,Marta Zmuda Trzebiatowska,|,See full cast & crew,",661
1126,"$250,000","Lanai Productions,Linton Media,Lance Bass Productions,See more »,",USA,,,Mississippi I Am (2012) ,8.6,"Lance Bass,Constance McMillen,",9
1127,"$40,000","Mattioli Productions,See more »,",USA,A.J. Mattioli,,Gay Positive (2014) ,7.4,"Rutanya Alda,Blanche Baker,Jim Colucci,|,See full cast & crew,",7
1128,,,Japan,Akihiko Shiota,,Kanaria (2004) ,7.0,"Hôshi Ishida,Mitsuki Tanimura,Hidetoshi Nishijima,|,See full cast & crew,",285
1129,,,"Japan,USA",Yûichi Hibi,,An Ornament of Faith (2017) ,0,"Tracy Perez,Ivan Camilo,John Juback,|,See full cast & crew,",0
1130,,,USA,Grace Lee,"$5,965,",The Grace Lee Project (2005) ,7.5,"Grace Lee,Aldo Velasco,",114
1131,,"Just Blue Films Inc.,See more »,",USA,Bruce Weber,"$179,914,",Chop Suey (2001) ,6.9,"Jan-Michael Vincent,Peter Johnson,Frances Faye,|,See full cast & crew,",226
1132,,"Kristian Petersen Filmproduktion,See more »,","Germany,Israel",,,Fucking Different Tel Aviv (2009) ,6.5,"Yossi Almong,Roii Amoya,Uri Avrahami,|,See full cast & crew,",34
1133,,,USA,Maria Beatty,,"Ecstasy in Berlin, 1926 (2004) ",6.1,,43
1134,,"Breath,Mouchette,See more »,",Japan,Isao Yukisada,,Zeitaku na hone (2001) ,5.7,"Kumiko Asô,Tsugumi,Masatoshi Nagase,|,See full cast & crew,",50
1135,,"Her Sweet Spot Productions,See more »,",USA,,,All of Her (2015) ,0,"Capri Anderson,Annie Cruz,Ela Darling,|,See full cast & crew,",0
1136,,"Anonymously Famous Productions,Foster Films,Greenlit Media Productions,See more »,",Canada,,,Something Bad (2015) ,0,"Aaron Heels,Dave Poulin,Michael Chwastiak,|,See full cast & crew,",0
1137,$600,"Disck Pictures,See more »,",USA,Dylan Greenberg,,Glamarus (2014) ,8.0,"Rose Cosenza,Briar Montana,Abrina Krasnov,|,See full cast & crew,",18
1138,,"Film Suez,Primer Plano Film Group,Rizoma Films,See more »,",Argentina,Juan Taratuto,,¿Quién dice que es fácil? (2007) ,6.3,"Diego Peretti,Carolina Pelleritti,Laura Pamplona,|,See full cast & crew,",704
1139,,,Italy,Luciano Ligabue,,Da zero a dieci (2002) ,6.0,"Stefano Pesce,Elisabetta Cavallotti,Massimo Bellinzoni,|,See full cast & crew,",679
1140,,"Argentina Sono Film S.A.C.I.,Televisión Federal (Telefe),See more »,",Argentina,Rodolfo Ledo,,"Bañeros III, todopoderosos (2006) ",1.8,"Pamela David,Emilio Disi,Guillermo Francella,|,See full cast & crew,",611
1141,"PHP 5,000,000","Grindhouse Productions,Argon Vision,See more »,",Philippines,Ian del Carmen,,Bad Romance (2013) ,4.8,"Mercedes Cabral,Aiza Seguerra,Rey 'PJ' Abellana,|,See full cast & crew,",14
1142,"$150,000","Circa87,Out of the Closet Productions,See more »,",USA,Dan Steadman,,Hidden Hills (2013) ,4.3,"Tim O'Leary,Ted Trent,Jane Wiedlin,|,See full cast & crew,",83
1143,,"Pink and White Productions,See more »,",USA,Shine Louise Houston,,Champion: Love Hurts (2009) ,8.3,"Syd Blakovich,Dallas,Jiz Lee,|,See full cast & crew,",10
1144,,"MKW Productions,See more »,",Canada,,,"Two Soft things, Two Hard Things (2016) ",3.6,"Jack Anawak,Alethea Arnaquq-Baril,Allison Brewer,|,See full cast & crew,",353
1145,"$2,100,000","Abzurd Productions,Phoenix Eye Pictures,See more »,",Lebanon,Samer Daboul,,Out Loud (2011) ,5.5,"Rudy Moarbes,Ali Rhayem,Jad Hadid,|,See full cast & crew,",127
1146,"ESP 150,000,000","Els Films de la Rambla,Televisión Española (TVE),Canal+ España,See more »,",Spain,Ventura Pons,,Amic/Amat (1999) ,6.8,"Josep Maria Pou,Rosa Maria Sardà,Mario Gas,|,See full cast & crew,",388
1147,,,China,Yu Li,,Jin nian xia tian (2001) ,5.3,"Yi Pan,Tou Shi,Pengcheng So,|,See full cast & crew,",163
1148,"$62,250","Parliament Film Collective,See more »,",USA,Anna Margarita Albelo,,Hooters! (2010) ,4.2,"Anna Margarita Albelo,V.S. Brodie,Butchie,|,See full cast & crew,",12
1149,,"Arrete Ton Cinema,Stance Company,See more »,","Japan,USA",Hisayasu Satô,,Gankyû no yume (2016) ,6.1,"Marissa,Rina Sakuragi,Tsuyoshi Nakano,|,See full cast & crew,",12
1150,,"Ovenbird Films Inc.,See more »,",USA,David E. Rice,,Lava Lounge (2005) ,6.9,"Annie Little,Joe Duer,Adam Baratta,|,See full cast & crew,",21
1151,,"Callan Entertainment,Emergency Clock Productions,Pursuit of Equality,See more »,",USA,,,Pursuit of Equality (2005) ,6.6,"Gavin Newsom,George W. Bush,Rosie O'Donnell,|,See full cast & crew,",48
1152,"$3,000","New Dynamic,See more »,",USA,Henrique Couto,,Bleeding Through (2012) ,5.8,"Sandy Behre,Ruby Larocca,Josh Lively,|,See full cast & crew,",36
1153,,"Striking the Water Productions,See more »,",USA,William L. Brown,,Stained Glass Windows (2010) ,6.4,"Christopher Atkins,Becky Baker,Paul Borrillo,|,See full cast & crew,",19
1154,,"Nixpix,See more »,",USA,Laura Nix,,The Politics of Fur (2002) ,5.0,"Katy Selverstone,Brynn Horrocks,T. Jerram Young,|,See full cast & crew,",77
1155,,"Box Films,National Film Board of Canada (NFB),The Canada Council,See more »,",Canada,Jeanne Crépeau,,Revoir Julie (1998) ,6.2,"Dominique Leduc,Stephanie Morgenstern,Marcel Sabourin,|,See full cast & crew,",153
1156,,"8Heads Productions,Ceská Televize,Moss & Roy,See more »,","Czech Republic,Slovakia",Marta Nováková,,8 hlav sílenství (2017) ,4.8,"Aneta Langerová,Lenka Burianová,Viktorie Cermáková,|,See full cast & crew,",19
1157,,,Japan,,,Houkago rosuto (2014) ,5.6,"Aoi Koizumi,Mayu Matsuoka,Honoka Miki,|,See full cast & crew,",12
1158,,,Israel,Karni Haneman,,Fuck You Jessica Blair (2017) ,6.9,"Jessy Danner,Guy German,Karni Haneman,|,See full cast & crew,",35
1159,,"ICE3,TF1 Films Production,TPS Cinéma,See more »,",France,Eric Assous,,Les gens en maillot de bain ne sont pas (forcément) superficiels (2001) ,4.7,"Isabelle Gélinas,Agnès Soral,Gad Elmaleh,|,See full cast & crew,",151
1160,"$3,000","EtCaetera Films,See more »,",Romania,Florina Titz,,Trip (2009) ,7.4,"Marian Adochitei,Laura Iancu,Lacramioara Muscaliuc,|,See full cast & crew,",33
1161,,"Ballet Diesel Films,See more »,",USA,Michelle Ehlen,,Butch Jamie (2007) ,4.5,"Michelle Ehlen,Olivia Nix,Tiffany Anne Carrin,|,See full cast & crew,",133
1162,"€200,000","Ardaco,Gagarin,A Buzz Supreme,See more »,",Italy,Simone Scafidi,,La festa (2013) ,6.5,"Vittoria Bocca Gelsi,Thomas Cibelli,Riccardo Cicogna,|,See full cast & crew,",30
1163,,"Independent Television Service (ITVS),See more »,",USA,Nicole Opper,"$15,205,",Off and Running (2009) ,6.4,,111
1164,,,USA,Jenni Olson,,The Joy of Life (2005) ,6.9,"Harry Dodge,Lawrence Ferlinghetti,",60
1165,,"Regal Films,See more »,",Philippines,Joel Lamangan,,Sabel (2004) ,5.5,"Judy Ann Santos,Wendell Ramos,Sunshine Dizon,|,See full cast & crew,",22
1166,,"Florianfilm GmbH,Arte,AVRO Television,See more »,","Germany,Netherlands,Finland,Australia",André Schäfer,,"Schau mir in die Augen, Kleiner (2007) ",7.0,"John Waters,Wieland Speck,Rosa von Praunheim,|,See full cast & crew,",110
1167,,,USA,Hillevi Loven,,Deep Run (2015) ,6.4,,37
1168,,,Thailand,Panyanee,,Tiang khu ku rak (2012) ,0,,0
1169,,"DeepFocus Productions Inc.,See more »,",USA,Arthur Dong,,Family Fundamentals (2002) ,6.8,"Cynthia Alardo,Phil Alardo,Heather Beberay,|,See full cast & crew,",96
1170,,"Iron Zeal Films,See more »,",USA,Susan Polis Schutz,,Anyone and Everyone (2007) ,8.2,,36
1171,"$30,000","JaSunni Productions,See more »,",USA,Jason Brock,,The AckerMonster Chronicles! (2012) ,8.8,"Forrest J. Ackerman,Greg Bear,Ray Bradbury,|,See full cast & crew,",20
1172,,"Kapara Sound,See more »,",USA,Matthew Kaplowitz,,Girl Fight: A Muay Thai Story (2015) ,8.4,"Kate Allen,Molly Barg,Rich Brattole,|,See full cast & crew,",5
1173,,"Up All Nite Productions,See more »,",USA,Heidi Arnesen,,Some Prefer Cake (1998) ,4.6,"Kathleen Fontaine,Tara Howley,Desi del Valle,|,See full cast & crew,",84
1174,,,USA,Dee Mosbacher,,Radical Harmonies (2002) ,7.3,,12
1175,,"R.A.P. Filmworks,See more »,",USA,Melvin James,,Honeybee (2001) ,3.6,"Senait Ashenafi,Pierre Perea,Antwan Mills,|,See full cast & crew,",59
1176,"$65,000","Wanted Dead Pictures,See more »,",USA,Shawn Lecrone,,Southwest (2013) ,7.2,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",100
1177,,"Big Bean & The Human Bean Band,Mundofree,See more »,",Spain,Eusebio Pastrana,,Spinnin' (2007) ,6.4,"Damián Alcolea,Matilde Alcázar,María Brea,|,See full cast & crew,",153
1178,,"PM Entertainment Group,Vexatious Films,See more »,",USA,Juliane Hiam,,Wilbur Falls (1998) ,5.4,"Danny Aiello,Sally Kirkland,Shanee Edwards,|,See full cast & crew,",143
1179,,,USA,Glenn Gaylord,,Lez Be Friends (2007) ,5.2,"Nic Arnzen,Christine Barger,Q. Allan Brocka,|,See full cast & crew,",8
1180,,,USA,,,Boy I Am (2006) ,7.5,"Elizabeth Cline,Lucey Cummins,Judith Halberstam,|,See full cast & crew,",42
1181,"CAD 220,000","Interfilm Productions,See more »,",Canada,Julia Ivanova,,Fatherhood Dreams (2007) ,6.3,,37
1182,,"Center for Asian American Media (CAAM),Ersatz Film,See more »,",USA,H.P. Mendoza,,Fruit Fly (2009) ,5.6,"L.A. Renigen,Mike Curtis,Theresa Navarro,|,See full cast & crew,",170
1183,,"Cataclisma films,15-L. Films,Babydoc Film,See more »,","Italy,Spain,Cuba",Niccolò Bruna,,Pequeñas mentiras piadosas (2015) ,7.3,"Enit Abreu Gomez,Lourdes Gonzales Rosabal,",11
1184,,"The JET Film Company,See more »,",USA,,"$3,015,",Jerome (1998) ,6.6,"Drew Pillsbury,Wendie Malick,Scott McKenna,|,See full cast & crew,",97
1185,"$30,000",,USA,Tom Monasterios,,LGBT Experience (2018) ,0,,0
1186,,"Handmade Productions,See more »,",India,Santosh Sivan,,Navarasa (2005) ,7.8,"Shweta,Apeksha Bhat,Bobby Darling,|,See full cast & crew,",29
1187,,"Center for Asian American Media (CAAM),City of Borders Productions,ITVS,See more »,",USA,Yun Suh,,City of Borders (2009) ,7.8,"Boody,Ravit Geva,Sa'Ar Netanel,|,See full cast & crew,",68
1188,,,USA,Shari L. Carpenter,,Kali's Vibe (2002) ,6.8,"Lizzy Davis,Phalana Tiller,Cherokee,|,See full cast & crew,",12
